group_dimension,group_value,root_id,root_name_cn,exposure_count,avg_preference_score,avg_watch_ratio,like_rate,collect_rate,forward_rate
age_group,60+,25,亲子,1525,0.4004492617929198,0.5610857912338107,0.009180327868852459,0.005901639344262295,0.0019672131147540984
age_group,60+,26,摄影,89,0.364326826240465,0.5274678535680745,0.02247191011235955,0.011235955056179775,0.0
age_group,60+,27,高新数码,102,0.37539414028119134,0.5248410089037365,0.0,0.0,0.0
age_group,60+,28,资讯,1015,0.40596658578260875,0.5592032502886652,0.0187192118226601,0.003940886699507389,0.002955665024630542
age_group,60+,29,科学,150,0.3885304444865965,0.5121417284887329,0.006666666666666667,0.0,0.013333333333333334
age_group,60+,30,法律,324,0.3899225246302822,0.5094986144047423,0.006172839506172839,0.009259259259259259,0.0
age_group,60+,34,随手拍,209,0.4009343972056788,0.5778340139924175,0.004784688995215311,0.0,0.0
age_group,60+,35,军事,362,0.3755213954415432,0.4747620942285981,0.022099447513812154,0.0,0.0
age_group,60+,36,房产家居,557,0.3606017052984076,0.49485397905929807,0.00718132854578097,0.005385996409335727,0.00718132854578097
age_group,60+,37,奇人异象,184,0.3968738110359271,0.523246150128147,0.021739130434782608,0.016304347826086956,0.0
age_group,60+,38,读书,417,0.34147259772556865,0.40908112577437855,0.026378896882494004,0.002398081534772182,0.002398081534772182
age_group,60+,39,影视和短剧,6006,0.3284037145377301,0.39984930236933697,0.014485514485514486,0.004162504162504163,0.0014985014985014985
fre_city_level,unknown,1,舞蹈,1,0.65,1.0,0.0,0.0,0.0
fre_city_level,unknown,3,游戏,3,0.5583090379008747,0.796242306446388,0.0,0.0,0.0
fre_city_level,unknown,4,美妆,1,0.217480577136515,0.0388457269700333,0.0,0.0,0.0
fre_city_level,unknown,5,穿搭,2,0.1092484337782604,0.2427742972850231,0.0,0.0,0.0
fre_city_level,unknown,6,明星娱乐,1,0.65,1.0,0.0,0.0,0.0
fre_city_level,unknown,7,运动,5,0.5081873055692965,0.684860679042881,0.0,0.0,0.0
fre_city_level,unknown,8,颜值,1,0.3880288310874334,0.4178418468609631,0.0,0.0,0.0
fre_city_level,unknown,9,搞笑,11,0.42535215268550614,0.5007825615233469,0.0,0.0,0.0
fre_city_level,unknown,10,旅游,3,0.2966645600036867,0.3629582814896741,0.0,0.0,0.0
fre_city_level,unknown,11,生活,7,0.4103087801225626,0.5943369717009327,0.0,0.0,0.0
fre_city_level,unknown,12,美食,6,0.3980750247380745,0.5142407957142396,0.0,0.0,0.0
fre_city_level,unknown,13,三农,2,0.65,1.0,0.0,0.0,0.0
fre_city_level,unknown,14,教育,1,0.4641930370457348,0.5870956378794105,0.0,0.0,0.0
fre_city_level,unknown,15,才艺,5,0.2512208835143635,0.2916019633652521,0.0,0.0,0.0
fre_city_level,unknown,16,健康,2,0.65,1.0,0.0,0.0,0.0
fre_city_level,unknown,17,动物,2,0.21968717934496246,0.26597150965547206,0.0,0.0,0.0
fre_city_level,unknown,18,汽车,2,0.0029655164185720074,0.0065900364857155724,0.0,0.0,0.0
fre_city_level,unknown,19,情感,4,0.565445351312988,0.8121007806955287,0.0,0.0,0.0
fre_city_level,unknown,22,财经,2,0.4180715046705737,0.484603343712386,0.0,0.0,0.0
fre_city_level,unknown,25,亲子,6,0.4712466359612277,0.6027703021360613,0.0,0.0,0.0
fre_city_level,unknown,28,资讯,6,0.3120967721362809,0.32317801215469827,0.0,0.0,0.0
fre_city_level,unknown,29,科学,2,0.3399876426897441,0.31108365042165353,0.0,0.0,0.0
fre_city_level,unknown,30,法律,1,0.22023244835105546,0.04496099633567879,0.0,0.0,0.0
fre_city_level,unknown,34,随手拍,1,0.65,1.0,0.0,0.0,0.0
fre_city_level,unknown,35,军事,1,0.4117178202750948,0.4704840450557662,0.0,0.0,0.0
fre_city_level,unknown,36,房产家居,2,0.4409822092057525,0.5355160204572278,0.0,0.0,0.0
fre_city_level,unknown,37,奇人异象,1,0.21540921745145242,0.03424270544767201,0.0,0.0,0.0
fre_city_level,unknown,39,影视和短剧,16,0.295151310202521,0.2947806893389355,0.0,0.0,0.0
fre_city_level,一线城市,1,舞蹈,41,0.38932682296782745,0.5616476824759309,0.0,0.0,0.0
fre_city_level,一线城市,2,音乐,300,0.2901699487952336,0.3458591454708895,0.04,0.0,0.006666666666666667
fre_city_level,一线城市,3,游戏,171,0.342014169474275,0.4416429237180119,0.029239766081871343,0.005847953216374269,0.0
fre_city_level,一线城市,4,美妆,76,0.3112684978741957,0.4241639134046454,0.013157894736842105,0.0,0.0
fre_city_level,一线城市,5,穿搭,66,0.2179103035697544,0.3310464658452454,0.015151515151515152,0.0,0.0
fre_city_level,一线城市,6,明星娱乐,310,0.3557478989084808,0.4661781266066599,0.00967741935483871,0.0,0.0
fre_city_level,一线城市,7,运动,214,0.353480941802384,0.49579357783707345,0.009345794392523364,0.0,0.0
fre_city_level,一线城市,8,颜值,14,0.3278003055663276,0.4744768695124741,0.0,0.0,0.0
fre_city_level,一线城市,9,搞笑,434,0.3900514300051062,0.5211588357512345,0.02304147465437788,0.004608294930875576,0.0
fre_city_level,一线城市,10,旅游,115,0.2839863785673375,0.3354286673477064,0.017391304347826087,0.0,0.0
fre_city_level,一线城市,11,生活,293,0.37403518051518886,0.5024065824114549,0.017064846416382253,0.0,0.0
fre_city_level,一线城市,12,美食,463,0.30096086234410624,0.38418468569868586,0.008639308855291577,0.0021598272138228943,0.0
fre_city_level,一线城市,13,三农,184,0.35078908778830314,0.4594829970174852,0.0,0.005434782608695652,0.0
fre_city_level,一线城市,14,教育,29,0.391608526978387,0.5177507496071434,0.06896551724137931,0.034482758620689655,0.0
fre_city_level,一线城市,15,才艺,75,0.3432973558312195,0.46954967962493216,0.02666666666666667,0.0,0.0
fre_city_level,一线城市,16,健康,59,0.275214945866736,0.3441688062575301,0.03389830508474576,0.0,0.0
fre_city_level,一线城市,17,动物,181,0.40703632590124655,0.5454091465699892,0.04419889502762431,0.0,0.0
fre_city_level,一线城市,18,汽车,229,0.36051913045222284,0.4780095184236684,0.017467248908296942,0.004366812227074236,0.0
fre_city_level,一线城市,19,情感,116,0.35771957978603813,0.4648557711720388,0.04310344827586207,0.0,0.008620689655172414
fre_city_level,一线城市,20,二次元,47,0.34231063224403385,0.4155366295730302,0.0425531914893617,0.0,0.0
fre_city_level,一线城市,21,历史,30,0.43689155682895847,0.5930923485087967,0.06666666666666667,0.0,0.0
fre_city_level,一线城市,22,财经,79,0.3381795610271972,0.4336479696525619,0.0,0.012658227848101266,0.0
fre_city_level,一线城市,23,宗教,6,0.5259926663145894,0.7429466658842726,0.16666666666666666,0.0,0.0
fre_city_level,一线城市,24,星座命理,12,0.45440470577835756,0.6023808276556094,0.0,0.0,0.0
fre_city_level,一线城市,25,亲子,273,0.3924175482440622,0.5547414788003988,0.014652014652014652,0.003663003663003663,0.003663003663003663
fre_city_level,一线城市,26,摄影,10,0.4785723763084258,0.719049725129835,0.1,0.0,0.0
fre_city_level,一线城市,27,高新数码,57,0.305925091082505,0.36794269753227227,0.0,0.0,0.0
fre_city_level,一线城市,28,资讯,294,0.38942548394563026,0.5242712946335245,0.027210884353741496,0.0,0.003401360544217687
fre_city_level,一线城市,29,科学,63,0.37483606333433356,0.4851736151697711,0.06349206349206349,0.015873015873015872,0.031746031746031744
fre_city_level,一线城市,30,法律,64,0.3301735918017361,0.3986496484483025,0.03125,0.015625,0.0
fre_city_level,一线城市,34,随手拍,22,0.39719788004721895,0.5190255920241229,0.0,0.0,0.0
fre_city_level,一线城市,35,军事,36,0.3134210202355032,0.41254053879494545,0.0,0.0,0.0
fre_city_level,一线城市,36,房产家居,112,0.3605700393125269,0.4719016746627582,0.03571428571428571,0.0,0.0
fre_city_level,一线城市,37,奇人异象,26,0.44177703345554714,0.5885643478499338,0.0,0.0,0.0
fre_city_level,一线城市,38,读书,25,0.233073107541529,0.2379402389811755,0.04,0.0,0.0
fre_city_level,一线城市,39,影视和短剧,663,0.30678573093037353,0.3640654922300574,0.015082956259426848,0.0015082956259426848,0.0015082956259426848
fre_city_level,三线城市,1,舞蹈,411,0.4020701927470974,0.5768632020495107,0.012165450121654502,0.004866180048661801,0.004866180048661801
fre_city_level,三线城市,2,音乐,1290,0.3065091776753695,0.3728283190374275,0.02868217054263566,0.0069767441860465115,0.0031007751937984496
fre_city_level,三线城市,3,游戏,1567,0.36858375395787246,0.4779702793050926,0.029355456285896617,0.01021059349074665,0.0038289725590299937
fre_city_level,三线城市,4,美妆,564,0.33172814571520864,0.4381980858289112,0.02127659574468085,0.008865248226950355,0.0017730496453900709
fre_city_level,三线城市,5,穿搭,356,0.3176445815125584,0.45943490024014233,0.011235955056179775,0.0,0.0028089887640449437
fre_city_level,三线城市,6,明星娱乐,1044,0.3882918281892306,0.5132325854183839,0.019157088122605363,0.011494252873563218,0.0019157088122605363
fre_city_level,三线城市,7,运动,957,0.42603054146362174,0.5970770421007454,0.025078369905956112,0.00522466039707419,0.0010449320794148381
fre_city_level,三线城市,8,颜值,164,0.3218083057158592,0.48098322679405026,0.03048780487804878,0.006097560975609756,0.006097560975609756
fre_city_level,三线城市,9,搞笑,3563,0.3933930254592442,0.5213671157862616,0.021049677238282348,0.00813920853213584,0.0019646365422396855
fre_city_level,三线城市,10,旅游,364,0.2822982101114819,0.3475369260108633,0.008241758241758242,0.0027472527472527475,0.0027472527472527475
fre_city_level,三线城市,11,生活,1839,0.3709035107990958,0.49691494189256646,0.016856987493202826,0.0038064165307232192,0.001087547580206634
fre_city_level,三线城市,12,美食,2049,0.3428972018766211,0.4401891075811471,0.017569546120058566,0.005368472425573451,0.004392386530014641
fre_city_level,三线城市,13,三农,775,0.3787392062844852,0.5158792397719744,0.01935483870967742,0.003870967741935484,0.0025806451612903226
fre_city_level,三线城市,14,教育,158,0.42401772325151377,0.6061153343704525,0.012658227848101266,0.0,0.0
fre_city_level,三线城市,15,才艺,920,0.3732774896961629,0.4997229239624877,0.016304347826086956,0.0010869565217391304,0.0010869565217391304
fre_city_level,三线城市,16,健康,506,0.37714669723920263,0.5016962178438142,0.011857707509881422,0.005928853754940711,0.009881422924901186
fre_city_level,三线城市,17,动物,676,0.39124836791045775,0.5251607386833316,0.02514792899408284,0.014792899408284023,0.0014792899408284023
fre_city_level,三线城市,18,汽车,606,0.3348070864109709,0.4281008227541195,0.0165016501650165,0.006600660066006601,0.0
fre_city_level,三线城市,19,情感,1140,0.3638009654219777,0.47597095629835195,0.02280701754385965,0.0035087719298245615,0.0017543859649122807
fre_city_level,三线城市,20,二次元,963,0.3920082819958804,0.507497347552862,0.037383177570093455,0.01557632398753894,0.006230529595015576
fre_city_level,三线城市,21,历史,236,0.3659277634213353,0.4616662162658675,0.01694915254237288,0.00847457627118644,0.00423728813559322
fre_city_level,三线城市,22,财经,323,0.3052247738954818,0.36193740604224706,0.006191950464396285,0.0,0.0030959752321981426
fre_city_level,三线城市,23,宗教,47,0.3334487741708527,0.42894053834657575,0.0,0.0,0.0
fre_city_level,三线城市,24,星座命理,145,0.37245905907036997,0.49113507379622434,0.020689655172413793,0.006896551724137931,0.013793103448275862
fre_city_level,三线城市,25,亲子,1503,0.40361084234739397,0.5579760420612598,0.015302727877578177,0.008649367930805056,0.001996007984031936
fre_city_level,三线城市,26,摄影,121,0.37854774232979865,0.5391051757925737,0.03305785123966942,0.0,0.0
fre_city_level,三线城市,27,高新数码,184,0.32584641664478825,0.44535918674687236,0.0,0.0,0.005434782608695652
fre_city_level,三线城市,28,资讯,854,0.41547989282141434,0.5801712944821438,0.01053864168618267,0.00351288056206089,0.00234192037470726
fre_city_level,三线城市,29,科学,200,0.37127334127521566,0.4761629806115903,0.04,0.01,0.0
fre_city_level,三线城市,30,法律,198,0.34557404461661667,0.42787498130291923,0.030303030303030304,0.0,0.0
fre_city_level,三线城市,34,随手拍,201,0.4439755690891854,0.639459252481219,0.014925373134328358,0.009950248756218905,0.0
fre_city_level,三线城市,35,军事,237,0.3746087686200457,0.4752206109981325,0.016877637130801686,0.0,0.0
fre_city_level,三线城市,36,房产家居,439,0.35344176564078117,0.4858564166859172,0.00683371298405467,0.004555808656036446,0.002277904328018223
fre_city_level,三线城市,37,奇人异象,172,0.3788943892780405,0.4998686686798832,0.03488372093023256,0.01744186046511628,0.005813953488372093
fre_city_level,三线城市,38,读书,311,0.33103040855026805,0.38385464136572606,0.028938906752411574,0.012861736334405145,0.003215434083601286
fre_city_level,三线城市,39,影视和短剧,5340,0.3179308466335626,0.3779861510708382,0.01741573033707865,0.004119850187265918,0.0018726591760299626
fre_city_level,二线城市,1,舞蹈,321,0.4909964913440033,0.7156792919447911,0.03115264797507788,0.006230529595015576,0.003115264797507788
fre_city_level,二线城市,2,音乐,817,0.30944520390274693,0.3684665621883428,0.02692778457772338,0.0073439412484700125,0.0
fre_city_level,二线城市,3,游戏,919,0.41647559959947406,0.567116614754967,0.03373231773667029,0.00544069640914037,0.002176278563656148
fre_city_level,二线城市,4,美妆,393,0.3966299043483682,0.5674048764993423,0.022900763358778626,0.002544529262086514,0.002544529262086514
fre_city_level,二线城市,5,穿搭,303,0.3427722579271435,0.5138940632697901,0.0033003300330033004,0.006600660066006601,0.0
fre_city_level,二线城市,6,明星娱乐,683,0.39796641639998026,0.5337922967339728,0.03513909224011713,0.010248901903367497,0.0
fre_city_level,二线城市,7,运动,598,0.4376669932327704,0.6184498771950826,0.030100334448160536,0.005016722408026756,0.0
fre_city_level,二线城市,8,颜值,133,0.477127195116581,0.7185951036007564,0.03007518796992481,0.0,0.0
fre_city_level,二线城市,9,搞笑,2196,0.39317052253107665,0.5180555226454606,0.03597449908925319,0.006830601092896175,0.0031876138433515485
fre_city_level,二线城市,10,旅游,283,0.3161094499246881,0.390490571878184,0.0176678445229682,0.0035335689045936395,0.0035335689045936395
fre_city_level,二线城市,11,生活,1277,0.40691239827879305,0.5716821240790371,0.020360219263899765,0.004698512137823023,0.0015661707126076742
fre_city_level,二线城市,12,美食,1415,0.3381463954543175,0.43646195456279424,0.02049469964664311,0.0014134275618374558,0.0014134275618374558
fre_city_level,二线城市,13,三农,494,0.3707243220321069,0.5034089747362162,0.020242914979757085,0.012145748987854251,0.0020242914979757085
fre_city_level,二线城市,14,教育,109,0.4452210989166606,0.6166992819962489,0.01834862385321101,0.009174311926605505,0.009174311926605505
fre_city_level,二线城市,15,才艺,581,0.35939673345186035,0.48024288443500046,0.022375215146299483,0.012048192771084338,0.0
fre_city_level,二线城市,16,健康,287,0.37213919261074174,0.5129225573308779,0.013937282229965157,0.0,0.006968641114982578
fre_city_level,二线城市,17,动物,492,0.3947803257107738,0.5409752495469771,0.036585365853658534,0.0020325203252032522,0.0040650406504065045
fre_city_level,二线城市,18,汽车,467,0.37422495906818626,0.5020844914815273,0.006423982869379015,0.0,0.0
fre_city_level,二线城市,19,情感,658,0.3839187620330726,0.5034736420728192,0.028875379939209727,0.00303951367781155,0.004559270516717325
fre_city_level,二线城市,20,二次元,442,0.42822392910313445,0.5735292944373325,0.06561085972850679,0.011312217194570135,0.0
fre_city_level,二线城市,21,历史,148,0.3599030663115252,0.44467948669828417,0.0472972972972973,0.0,0.0
fre_city_level,二线城市,22,财经,201,0.34493766926498426,0.4343004037839893,0.01990049751243781,0.0,0.0
fre_city_level,二线城市,23,宗教,37,0.42710773397011165,0.5677469163299778,0.13513513513513514,0.0,0.0
fre_city_level,二线城市,24,星座命理,88,0.4432550407268836,0.6264253430294381,0.0,0.0,0.0
fre_city_level,二线城市,25,亲子,852,0.4181405950243857,0.5891126420468873,0.017605633802816902,0.008215962441314555,0.0035211267605633804
fre_city_level,二线城市,26,摄影,76,0.393283250765659,0.5523253525786574,0.05263157894736842,0.0,0.0
fre_city_level,二线城市,27,高新数码,143,0.34838379207240655,0.4765949070140503,0.03496503496503497,0.013986013986013986,0.0
fre_city_level,二线城市,28,资讯,595,0.4307535462606273,0.6054840710553622,0.010084033613445379,0.0033613445378151263,0.0016806722689075631
fre_city_level,二线城市,29,科学,100,0.3771698398549559,0.5163774218999019,0.0,0.0,0.01
fre_city_level,二线城市,30,法律,127,0.35849150946049435,0.46856380929978625,0.007874015748031496,0.015748031496062992,0.0
fre_city_level,二线城市,34,随手拍,119,0.4514595561274193,0.6531034020385228,0.01680672268907563,0.0,0.0
fre_city_level,二线城市,35,军事,114,0.3754679246537896,0.49324256160881125,0.017543859649122806,0.0,0.0
fre_city_level,二线城市,36,房产家居,285,0.37990176404355647,0.543641346997377,0.0035087719298245615,0.0,0.0
fre_city_level,二线城市,37,奇人异象,98,0.38031029264574584,0.4963811491900927,0.04081632653061224,0.01020408163265306,0.01020408163265306
fre_city_level,二线城市,38,读书,189,0.2939521313937779,0.3416455359603059,0.005291005291005291,0.0,0.0
fre_city_level,二线城市,39,影视和短剧,3518,0.313968288087683,0.3630095619306858,0.02870949403069926,0.004263786242183059,0.001989766913018761
fre_city_level,五线城市,1,舞蹈,414,0.40484109889222897,0.5759708169960656,0.04106280193236715,0.004830917874396135,0.004830917874396135
fre_city_level,五线城市,2,音乐,1339,0.2877803051964241,0.3405988360435015,0.029873039581777446,0.0022404779686333084,0.0014936519790888724
fre_city_level,五线城市,3,游戏,1213,0.3559307658279707,0.46070169267990924,0.01731244847485573,0.00989282769991756,0.0032976092333058533
fre_city_level,五线城市,4,美妆,510,0.3267883951677881,0.44676288250793883,0.00980392156862745,0.00196078431372549,0.00196078431372549
fre_city_level,五线城市,5,穿搭,351,0.31143139025633787,0.4559190755300702,0.011396011396011397,0.002849002849002849,0.0
fre_city_level,五线城市,6,明星娱乐,996,0.3984451351536285,0.5261520629473762,0.024096385542168676,0.004016064257028112,0.001004016064257028
fre_city_level,五线城市,7,运动,926,0.4166187016749157,0.5876383915310103,0.02159827213822894,0.008639308855291577,0.004319654427645789
fre_city_level,五线城市,8,颜值,146,0.39024402230983113,0.5764935655591377,0.0273972602739726,0.0136986301369863,0.0
fre_city_level,五线城市,9,搞笑,3475,0.3709676552465153,0.48656292479698826,0.015827338129496403,0.005467625899280576,0.0017266187050359713
fre_city_level,五线城市,10,旅游,334,0.283950764857255,0.35402232509862386,0.008982035928143712,0.008982035928143712,0.0029940119760479044
fre_city_level,五线城市,11,生活,1865,0.37731342538374596,0.5158052288837488,0.0160857908847185,0.0032171581769436996,0.002680965147453083
fre_city_level,五线城市,12,美食,2126,0.32864544957150593,0.41812504002197304,0.013640639698965193,0.0018814675446848542,0.0028222013170272815
fre_city_level,五线城市,13,三农,837,0.35451932601657793,0.47636446535477417,0.016726403823178016,0.005973715651135006,0.0023894862604540022
fre_city_level,五线城市,14,教育,159,0.42498775574158815,0.5922159771196717,0.031446540880503145,0.012578616352201259,0.0
fre_city_level,五线城市,15,才艺,1119,0.35420378086451004,0.46866057151700274,0.01519213583556747,0.006255585344057194,0.0017873100983020554
fre_city_level,五线城市,16,健康,464,0.33675844498226065,0.4413597627958282,0.01293103448275862,0.004310344827586207,0.0
fre_city_level,五线城市,17,动物,695,0.3736909248359171,0.5044450607864505,0.027338129496402876,0.007194244604316547,0.0
fre_city_level,五线城市,18,汽车,652,0.36117657364913586,0.47698406959521666,0.015337423312883436,0.003067484662576687,0.019938650306748466
fre_city_level,五线城市,19,情感,1082,0.3568395739597068,0.45678870204231414,0.025878003696857672,0.00831792975970425,0.0027726432532347504
fre_city_level,五线城市,20,二次元,770,0.3923910014775503,0.5109013280703105,0.032467532467532464,0.00909090909090909,0.0012987012987012987
fre_city_level,五线城市,21,历史,167,0.3649858225572766,0.4580523269070551,0.011976047904191617,0.005988023952095809,0.005988023952095809
fre_city_level,五线城市,22,财经,260,0.3261044397551435,0.3962149943276695,0.0038461538461538464,0.007692307692307693,0.0038461538461538464
fre_city_level,五线城市,23,宗教,46,0.3739038116009043,0.4975640257797872,0.043478260869565216,0.0,0.0
fre_city_level,五线城市,24,星座命理,122,0.4270717559698927,0.5701776726471203,0.05737704918032787,0.02459016393442623,0.0
fre_city_level,五线城市,25,亲子,1451,0.4002851113845286,0.5460964800045195,0.015851137146795313,0.007580978635423846,0.002067539627842867
fre_city_level,五线城市,26,摄影,125,0.3814606430924092,0.5493792068720204,0.016,0.0,0.008
fre_city_level,五线城市,27,高新数码,165,0.31643747721582494,0.4354502860688365,0.0,0.0,0.006060606060606061
fre_city_level,五线城市,28,资讯,798,0.39457300547347385,0.5496219948978895,0.020050125313283207,0.0037593984962406013,0.0
fre_city_level,五线城市,29,科学,177,0.3640044911336981,0.4635128051558639,0.011299435028248588,0.005649717514124294,0.011299435028248588
fre_city_level,五线城市,30,法律,200,0.36147426309074926,0.46994280686833156,0.005,0.005,0.0
fre_city_level,五线城市,34,随手拍,186,0.4021220589745223,0.5764002744236696,0.010752688172043012,0.0,0.0
fre_city_level,五线城市,35,军事,157,0.40309264869986744,0.5022724111235554,0.025477707006369428,0.0,0.0
fre_city_level,五线城市,36,房产家居,430,0.35385967230055476,0.4873884190658323,0.0069767441860465115,0.0069767441860465115,0.0
fre_city_level,五线城市,37,奇人异象,154,0.3436443970605917,0.4382573902933783,0.01948051948051948,0.006493506493506494,0.0
fre_city_level,五线城市,38,读书,273,0.3204656487597117,0.388499162485969,0.02197802197802198,0.003663003663003663,0.007326007326007326
fre_city_level,五线城市,39,影视和短剧,6128,0.30672182953667193,0.35660769197879516,0.015176240208877284,0.0045691906005221935,0.0019582245430809398
fre_city_level,四线城市,1,舞蹈,396,0.39365864484204033,0.5632024498791085,0.025252525252525252,0.007575757575757576,0.0
fre_city_level,四线城市,2,音乐,1518,0.2992874950352707,0.35341592367668107,0.04018445322793149,0.011857707509881422,0.0032938076416337285
fre_city_level,四线城市,3,游戏,1544,0.3729530995884792,0.4907651409759073,0.025906735751295335,0.011658031088082901,0.0051813471502590676
fre_city_level,四线城市,4,美妆,528,0.3342001469932959,0.4440558822073243,0.028409090909090908,0.001893939393939394,0.0
fre_city_level,四线城市,5,穿搭,319,0.3018928632479883,0.4347183794922206,0.009404388714733543,0.0,0.0
fre_city_level,四线城市,6,明星娱乐,1112,0.39192193917509444,0.5127042293419365,0.03776978417266187,0.008093525179856115,0.0017985611510791368
fre_city_level,四线城市,7,运动,929,0.41147810952130154,0.5769411501590745,0.0193756727664155,0.001076426264800861,0.0032292787944025836
fre_city_level,四线城市,8,颜值,131,0.38632504351207086,0.5523084088224136,0.05343511450381679,0.0,0.0
fre_city_level,四线城市,9,搞笑,3481,0.39043708409634925,0.5223476585523903,0.019247342717609882,0.004596380350474002,0.003160011490950876
fre_city_level,四线城市,10,旅游,386,0.30436565096886053,0.38362199927449714,0.018134715025906734,0.0,0.0
fre_city_level,四线城市,11,生活,1871,0.379948472943016,0.5162262294997413,0.017103153393907,0.003206841261357563,0.003206841261357563
fre_city_level,四线城市,12,美食,2157,0.3405590663577869,0.44223551860479715,0.012517385257301807,0.0018544274455261937,0.0004636068613815484
fre_city_level,四线城市,13,三农,884,0.3771645752845528,0.5161475227540088,0.01583710407239819,0.006787330316742082,0.003393665158371041
fre_city_level,四线城市,14,教育,188,0.42154791142299136,0.6040308197106664,0.015957446808510637,0.005319148936170213,0.0
fre_city_level,四线城市,15,才艺,1025,0.36168065312204295,0.4797889852576564,0.016585365853658537,0.005853658536585366,0.003902439024390244
fre_city_level,四线城市,16,健康,420,0.3400941904542118,0.45296063487179333,0.007142857142857143,0.007142857142857143,0.002380952380952381
fre_city_level,四线城市,17,动物,729,0.38957168174263535,0.5246387928376198,0.02194787379972565,0.0027434842249657062,0.00411522633744856
fre_city_level,四线城市,18,汽车,593,0.3200536887279105,0.4101998778926398,0.0016863406408094434,0.0016863406408094434,0.0016863406408094434
fre_city_level,四线城市,19,情感,1118,0.36672847925026786,0.4856935794112492,0.026833631484794274,0.009838998211091235,0.004472271914132379
fre_city_level,四线城市,20,二次元,876,0.3998142879984137,0.5216065862166677,0.05365296803652968,0.02054794520547945,0.0045662100456621
fre_city_level,四线城市,21,历史,228,0.3480345050789856,0.4196088416959913,0.021929824561403508,0.0043859649122807015,0.0
fre_city_level,四线城市,22,财经,324,0.36189922141049674,0.4457842780315565,0.018518518518518517,0.006172839506172839,0.006172839506172839
fre_city_level,四线城市,23,宗教,62,0.3707081170042265,0.5442259230918295,0.0,0.0,0.0
fre_city_level,四线城市,24,星座命理,163,0.4253235321488823,0.57433859223269,0.03067484662576687,0.012269938650306749,0.0
fre_city_level,四线城市,25,亲子,1324,0.40980951165873597,0.5756433939464184,0.01661631419939577,0.004531722054380665,0.0022658610271903325
fre_city_level,四线城市,26,摄影,150,0.3828854252782074,0.538263908025646,0.06,0.02,0.0
fre_city_level,四线城市,27,高新数码,173,0.31622716534246587,0.42783942972699535,0.0,0.0,0.0
fre_city_level,四线城市,28,资讯,860,0.4158539463782954,0.5774532141739898,0.018604651162790697,0.005813953488372093,0.002325581395348837
fre_city_level,四线城市,29,科学,187,0.3833938980907004,0.520435638062519,0.0106951871657754,0.0106951871657754,0.0
fre_city_level,四线城市,30,法律,196,0.3771557841711651,0.5019561643712965,0.01020408163265306,0.01020408163265306,0.0
fre_city_level,四线城市,34,随手拍,194,0.4085286349881922,0.5859628314743331,0.015463917525773196,0.0,0.0
fre_city_level,四线城市,35,军事,232,0.37411002965975,0.47120236476113014,0.04310344827586207,0.004310344827586207,0.0
fre_city_level,四线城市,36,房产家居,375,0.3548745536619545,0.48674345258212104,0.005333333333333333,0.005333333333333333,0.008
fre_city_level,四线城市,37,奇人异象,164,0.41630677688405143,0.5477548971407105,0.006097560975609756,0.006097560975609756,0.0
fre_city_level,四线城市,38,读书,368,0.33015711120239094,0.3929215997734291,0.029891304347826088,0.008152173913043478,0.002717391304347826
fre_city_level,四线城市,39,影视和短剧,5820,0.32745847801169653,0.38839951967471315,0.018213058419243987,0.006357388316151203,0.002233676975945017
fre_city_level,新一线城市,1,舞蹈,145,0.38459258042302663,0.5535007534304807,0.006896551724137931,0.020689655172413793,0.0
fre_city_level,新一线城市,2,音乐,563,0.2832618111390523,0.3382924794603766,0.021314387211367674,0.007104795737122558,0.007104795737122558
fre_city_level,新一线城市,3,游戏,515,0.3773555625464369,0.5106283266943473,0.015533980582524271,0.005825242718446602,0.0
fre_city_level,新一线城市,4,美妆,231,0.2893855965383095,0.38862984896921093,0.012987012987012988,0.0,0.0
fre_city_level,新一线城市,5,穿搭,175,0.2590876923164797,0.37702026863979615,0.005714285714285714,0.005714285714285714,0.0
fre_city_level,新一线城市,6,明星娱乐,489,0.3686621901180495,0.48659764129846045,0.018404907975460124,0.002044989775051125,0.0
fre_city_level,新一线城市,7,运动,385,0.4248991211200973,0.6017671667026693,0.02077922077922078,0.005194805194805195,0.0025974025974025974
fre_city_level,新一线城市,8,颜值,48,0.2961356068931194,0.4543754227254506,0.0,0.0,0.0
fre_city_level,新一线城市,9,搞笑,1468,0.3657625918517159,0.484422471750407,0.018392370572207085,0.008855585831062671,0.0006811989100817438
fre_city_level,新一线城市,10,旅游,171,0.27689740807743873,0.32942763848267737,0.011695906432748537,0.005847953216374269,0.0
fre_city_level,新一线城市,11,生活,835,0.3541104811706862,0.4785954804458363,0.013173652694610778,0.0023952095808383233,0.0
fre_city_level,新一线城市,12,美食,929,0.3103445941804769,0.3925849252330175,0.012917115177610334,0.001076426264800861,0.0032292787944025836
fre_city_level,新一线城市,13,三农,304,0.375438071770145,0.5076986390213749,0.01644736842105263,0.0,0.003289473684210526
fre_city_level,新一线城市,14,教育,100,0.38547261066123084,0.5277169125805129,0.04,0.02,0.0
fre_city_level,新一线城市,15,才艺,361,0.355908270111331,0.4852747646056664,0.008310249307479225,0.0,0.0
fre_city_level,新一线城市,16,健康,214,0.2948059769297267,0.396557414984024,0.0,0.004672897196261682,0.0
fre_city_level,新一线城市,17,动物,275,0.3661814060833059,0.50181726604371,0.01818181818181818,0.0,0.0
