user_id,gender,age,age_group,mod_price,price_group,fre_city,fre_community_type,fre_city_level
2180,F,20,19-25,3198,2001-4000,宁波,城区,新一线城市
2181,M,35,26-35,1789,1001-2000,文山壮族苗族自治州,乡村,五线城市
2183,M,60,46-60,1699,1001-2000,黔南布依族苗族自治州,乡村,四线城市
2184,M,69,60+,949,<=1000,盘锦,unknown,四线城市
2185,M,70,60+,1198,1001-2000,驻马店,unknown,四线城市
2186,F,25,19-25,2499,2001-4000,焦作,unknown,四线城市
2188,F,75,60+,1199,1001-2000,长春,unknown,二线城市
2189,M,54,46-60,2999,2001-4000,铁岭,城区,五线城市
2192,M,39,36-45,2799,2001-4000,徐州,unknown,二线城市
2193,M,33,26-35,1499,1001-2000,台州,unknown,二线城市
2194,M,65,60+,2969,2001-4000,海北藏族自治州,unknown,五线城市
2195,F,68,60+,1699,1001-2000,烟台,unknown,二线城市
2196,M,40,36-45,849,<=1000,徐州,unknown,二线城市
2197,M,63,60+,1599,1001-2000,郴州,乡村,三线城市
2199,M,32,26-35,1699,1001-2000,成都,unknown,新一线城市
2200,M,57,46-60,999,<=1000,德州,乡村,四线城市
2201,M,40,36-45,1548,1001-2000,石河子,unknown,五线城市
2202,M,67,60+,1399,1001-2000,辽阳,unknown,五线城市
2203,M,34,26-35,5999,4001-7000,东莞,镇区,新一线城市
2204,M,75,60+,1598,1001-2000,邢台,乡村,四线城市
2205,M,57,46-60,4688,4001-7000,济南,unknown,二线城市
2206,M,47,46-60,1399,1001-2000,湛江,unknown,三线城市
2207,M,20,19-25,2298,2001-4000,东莞,镇区,新一线城市
2209,M,25,19-25,7999,7000+,金华,乡村,二线城市
2210,M,31,26-35,2299,2001-4000,驻马店,乡村,四线城市
2214,M,60,46-60,400,<=1000,阳泉,镇区,五线城市
2215,F,38,36-45,2499,2001-4000,呼和浩特,unknown,三线城市
2216,F,60,46-60,1899,1001-2000,哈尔滨,unknown,二线城市
2218,F,23,19-25,1699,1001-2000,毕节,乡村,四线城市
2219,F,50,46-60,1699,1001-2000,阜新,unknown,五线城市
2221,F,76,60+,999,<=1000,廊坊,unknown,三线城市
2223,F,69,60+,1199,1001-2000,黄冈,unknown,四线城市
2224,M,56,46-60,2199,2001-4000,哈尔滨,城区,二线城市
2225,F,67,60+,1199,1001-2000,营口,unknown,四线城市
2226,F,29,26-35,999,<=1000,邯郸,unknown,三线城市
2228,M,67,60+,1199,1001-2000,石家庄,乡村,二线城市
2229,F,34,26-35,948,<=1000,济宁,乡村,三线城市
2231,F,50,46-60,2399,2001-4000,重庆,城区,新一线城市
2232,M,54,46-60,899,<=1000,潍坊,乡村,三线城市
2234,M,37,36-45,2499,2001-4000,咸宁,乡村,四线城市
2235,M,52,46-60,599,<=1000,成都,乡村,新一线城市
2240,M,74,60+,1398,1001-2000,德州,unknown,四线城市
2242,M,74,60+,1129,1001-2000,保定,乡村,三线城市
2243,F,37,36-45,1150,1001-2000,哈尔滨,unknown,二线城市
2244,F,50,46-60,862,<=1000,兰州,unknown,二线城市
2246,M,32,26-35,3999,2001-4000,邯郸,乡村,三线城市
2248,M,59,46-60,1699,1001-2000,聊城,乡村,四线城市
2250,M,39,36-45,849,<=1000,徐州,unknown,二线城市
2255,M,77,60+,1699,1001-2000,宿迁,乡村,三线城市
2256,F,68,60+,899,<=1000,白城,乡村,五线城市
2257,M,37,36-45,2699,2001-4000,百色,unknown,四线城市
2258,M,71,60+,999,<=1000,海口,unknown,二线城市
2259,M,36,36-45,659,<=1000,徐州,unknown,二线城市
2260,M,69,60+,2399,2001-4000,邵阳,unknown,四线城市
2261,M,62,60+,901,<=1000,秦皇岛,unknown,三线城市
2263,M,58,46-60,1380,1001-2000,邢台,unknown,四线城市
2266,M,71,60+,1199,1001-2000,宿迁,城区,三线城市
2268,M,23,19-25,3699,2001-4000,邯郸,镇区,三线城市
2269,M,36,36-45,1298,1001-2000,邯郸,乡村,三线城市
2270,F,27,26-35,8999,7000+,香港,unknown,一线城市
2271,M,42,36-45,1699,1001-2000,河池,unknown,五线城市
2274,F,21,19-25,1699,1001-2000,保定,乡村,三线城市
2275,M,68,60+,1068,1001-2000,辽阳,乡村,五线城市
2276,M,78,60+,1398,1001-2000,大理白族自治州,乡村,四线城市
2277,M,37,36-45,1599,1001-2000,东莞,镇区,新一线城市
2279,F,29,26-35,1548,1001-2000,海口,unknown,二线城市
2281,F,23,19-25,1199,1001-2000,邯郸,unknown,三线城市
2282,M,33,26-35,3498,2001-4000,湖州,镇区,三线城市
2283,M,39,36-45,4899,4001-7000,昭通,unknown,五线城市
2284,M,77,60+,1699,1001-2000,马鞍山,城区,三线城市
2285,M,58,46-60,899,<=1000,徐州,unknown,二线城市
2286,M,49,46-60,499,<=1000,普洱,乡村,五线城市
2287,M,22,19-25,1829,1001-2000,天津,城区,新一线城市
2288,M,22,19-25,1068,1001-2000,凉山彝族自治州,乡村,五线城市
2289,F,48,46-60,1498,1001-2000,新乡,unknown,三线城市
2292,F,61,60+,1399,1001-2000,重庆,镇区,新一线城市
2293,M,60,46-60,2399,2001-4000,西宁,unknown,四线城市
2294,F,37,36-45,1988,1001-2000,巴彦淖尔,乡村,五线城市
2295,F,33,26-35,3098,2001-4000,沈阳,unknown,新一线城市
2296,M,52,46-60,3498,2001-4000,天津,乡村,新一线城市
2298,F,78,60+,999,<=1000,秦皇岛,乡村,三线城市
2299,M,28,26-35,1399,1001-2000,曲靖,乡村,四线城市
2301,F,79,60+,1599,1001-2000,淮南,unknown,四线城市
2302,F,65,60+,599,<=1000,江门,unknown,三线城市
2303,M,33,26-35,1998,1001-2000,沧州,unknown,三线城市
2304,F,37,36-45,1049,1001-2000,岳阳,镇区,三线城市
2306,M,63,60+,1498,1001-2000,株洲,unknown,三线城市
2307,M,79,60+,3199,2001-4000,武威,乡村,五线城市
2308,M,72,60+,1400,1001-2000,陇南,乡村,五线城市
2309,M,27,26-35,6222,4001-7000,漳州,乡村,三线城市
2311,M,59,46-60,688,<=1000,广州,unknown,一线城市
2314,F,30,26-35,8199,7000+,唐山,unknown,三线城市
2315,F,47,46-60,1068,1001-2000,莆田,unknown,三线城市
2316,M,64,60+,1498,1001-2000,淄博,城区,三线城市
2318,M,52,46-60,1398,1001-2000,永州,乡村,四线城市
2319,M,43,36-45,999,<=1000,铜仁,镇区,四线城市
2321,F,50,46-60,1498,1001-2000,菏泽,乡村,四线城市
2324,M,56,46-60,1458,1001-2000,德州,unknown,四线城市
2325,F,38,36-45,3699,2001-4000,烟台,乡村,二线城市
2326,F,39,36-45,1599,1001-2000,牡丹江,unknown,四线城市
2327,F,71,60+,2299,2001-4000,西宁,城区,四线城市
2328,F,35,26-35,5999,4001-7000,石家庄,城区,二线城市
2331,M,70,60+,1099,1001-2000,厦门,城区,二线城市
2332,M,65,60+,688,<=1000,锦州,乡村,四线城市
2336,M,38,36-45,2699,2001-4000,北京,城区,一线城市
2337,M,33,26-35,1999,1001-2000,阿克苏地区,unknown,五线城市
2338,F,31,26-35,849,<=1000,徐州,unknown,二线城市
2339,F,20,19-25,899,<=1000,昆明,unknown,新一线城市
2340,M,70,60+,1699,1001-2000,邢台,unknown,四线城市
2341,M,32,26-35,1068,1001-2000,哈密,乡村,五线城市
2342,F,33,26-35,1898,1001-2000,安顺,乡村,四线城市
2343,M,62,60+,2399,2001-4000,榆林,乡村,四线城市
2346,F,76,60+,2699,2001-4000,吉林,城区,三线城市
2347,F,39,36-45,1199,1001-2000,黔东南苗族侗族自治州,unknown,四线城市
2350,F,51,46-60,899,<=1000,吕梁,乡村,五线城市
2351,M,56,46-60,999,<=1000,济南,城区,二线城市
2352,M,75,60+,599,<=1000,辽源,unknown,五线城市
2353,M,20,19-25,2298,2001-4000,郑州,城区,新一线城市
2356,F,79,60+,1068,1001-2000,凉山彝族自治州,乡村,五线城市
2357,M,75,60+,1999,1001-2000,宝鸡,乡村,四线城市
2360,M,63,60+,899,<=1000,北京,unknown,一线城市
2362,F,30,26-35,1249,1001-2000,锦州,城区,四线城市
2363,F,39,36-45,1898,1001-2000,台州,城区,二线城市
2366,M,35,26-35,1398,1001-2000,齐齐哈尔,城区,四线城市
2367,M,76,60+,1398,1001-2000,大连,乡村,二线城市
2368,M,55,46-60,1699,1001-2000,常州,城区,二线城市
2369,M,21,19-25,6222,4001-7000,吕梁,乡村,五线城市
2370,F,40,36-45,1099,1001-2000,济宁,乡村,三线城市
2372,M,31,26-35,1398,1001-2000,阜阳,乡村,三线城市
2373,M,56,46-60,1199,1001-2000,大同,乡村,四线城市
2374,F,64,60+,2699,2001-4000,南京,unknown,新一线城市
2375,M,50,46-60,2299,2001-4000,石家庄,城区,二线城市
2376,M,71,60+,1199,1001-2000,通辽,unknown,五线城市
2377,F,34,26-35,799,<=1000,秦皇岛,乡村,三线城市
2378,F,68,60+,1199,1001-2000,资阳,unknown,五线城市
2380,M,72,60+,1149,1001-2000,铁岭,乡村,五线城市
2382,M,36,36-45,2699,2001-4000,吴忠,unknown,五线城市
2383,M,79,60+,1129,1001-2000,绵阳,乡村,三线城市
2384,F,39,36-45,799,<=1000,江门,乡村,三线城市
2385,M,61,60+,899,<=1000,怀化,乡村,四线城市
2386,F,52,46-60,1399,1001-2000,青岛,unknown,新一线城市
2388,M,50,46-60,1199,1001-2000,银川,unknown,三线城市
2389,F,23,19-25,1299,1001-2000,新乡,乡村,三线城市
2390,F,32,26-35,1798,1001-2000,潍坊,乡村,三线城市
2391,F,63,60+,1199,1001-2000,绵阳,乡村,三线城市
2393,F,68,60+,1898,1001-2000,大同,unknown,四线城市
2394,F,21,19-25,1129,1001-2000,崇左,乡村,五线城市
2395,M,40,36-45,1449,1001-2000,克拉玛依,unknown,五线城市
2396,M,48,46-60,1999,1001-2000,成都,unknown,新一线城市
2397,F,34,26-35,1199,1001-2000,泰州,unknown,三线城市
2400,F,22,19-25,1399,1001-2000,上饶,乡村,三线城市
2401,F,51,46-60,1998,1001-2000,聊城,乡村,四线城市
2402,M,78,60+,1299,1001-2000,保定,乡村,三线城市
2403,M,56,46-60,3498,2001-4000,临沂,城区,三线城市
2404,M,35,26-35,1898,1001-2000,信阳,乡村,三线城市
2406,M,48,46-60,799,<=1000,晋中,乡村,四线城市
2409,M,62,60+,1199,1001-2000,吉林,乡村,三线城市
2410,M,73,60+,1199,1001-2000,铁岭,unknown,五线城市
2411,F,38,36-45,1599,1001-2000,昆明,unknown,新一线城市
2412,M,71,60+,1599,1001-2000,普洱,乡村,五线城市
2414,M,77,60+,599,<=1000,娄底,unknown,四线城市
2415,F,62,60+,899,<=1000,楚雄彝族自治州,unknown,五线城市
2416,M,35,26-35,2499,2001-4000,崇左,乡村,五线城市
2417,M,61,60+,1149,1001-2000,锦州,unknown,四线城市
2418,M,27,26-35,3098,2001-4000,枣庄,乡村,四线城市
2419,M,21,19-25,3548,2001-4000,普洱,unknown,五线城市
2421,F,30,26-35,1999,1001-2000,无锡,城区,二线城市
2422,M,23,19-25,3999,2001-4000,长春,城区,二线城市
2424,M,40,36-45,2999,2001-4000,南平,unknown,三线城市
2425,M,76,60+,1599,1001-2000,营口,unknown,四线城市
2426,M,20,19-25,899,<=1000,湖州,unknown,三线城市
2427,F,38,36-45,1899,1001-2000,眉山,unknown,四线城市
2428,M,52,46-60,1798,1001-2000,大同,unknown,四线城市
2430,F,50,46-60,3498,2001-4000,临沧,乡村,五线城市
2431,M,77,60+,1498,1001-2000,乌兰察布,unknown,五线城市
2432,F,63,60+,969,<=1000,河池,乡村,五线城市
2434,M,77,60+,2699,2001-4000,郑州,城区,新一线城市
2436,F,35,26-35,1099,1001-2000,绥化,乡村,四线城市
2439,F,22,19-25,1299,1001-2000,遵义,unknown,三线城市
2440,M,24,19-25,4899,4001-7000,成都,城区,新一线城市
2441,M,35,26-35,4299,4001-7000,上海,unknown,一线城市
2442,F,39,36-45,1158,1001-2000,安阳,unknown,四线城市
2443,F,69,60+,1599,1001-2000,石家庄,unknown,二线城市
2445,M,59,46-60,999,<=1000,廊坊,乡村,三线城市
2446,M,56,46-60,2399,2001-4000,盐城,镇区,三线城市
2447,F,36,36-45,2498,2001-4000,松原,城区,五线城市
2448,M,69,60+,1398,1001-2000,临沧,unknown,五线城市
2449,M,44,36-45,1799,1001-2000,赤峰,镇区,四线城市
2450,M,76,60+,1399,1001-2000,保定,unknown,三线城市
2451,M,22,19-25,2149,2001-4000,舟山,乡村,三线城市
2452,M,63,60+,1299,1001-2000,保定,unknown,三线城市
2453,M,73,60+,1149,1001-2000,大连,unknown,二线城市
2454,M,29,26-35,2699,2001-4000,定西,乡村,五线城市
2455,F,78,60+,1599,1001-2000,菏泽,乡村,四线城市
2456,M,57,46-60,2499,2001-4000,防城港,unknown,五线城市
2457,F,78,60+,1399,1001-2000,安顺,乡村,四线城市
2459,F,52,46-60,1699,1001-2000,绥化,unknown,四线城市
2460,M,40,36-45,1199,1001-2000,大连,城区,二线城市
2461,M,74,60+,796,<=1000,衡阳,城区,三线城市
2462,F,59,46-60,2288,2001-4000,盘锦,乡村,四线城市
2463,M,62,60+,1688,1001-2000,黑河,unknown,五线城市
2464,F,29,26-35,999,<=1000,毕节,乡村,四线城市
2465,M,61,60+,1599,1001-2000,哈尔滨,镇区,二线城市
2466,F,68,60+,1199,1001-2000,大同,unknown,四线城市
2467,F,35,26-35,3999,2001-4000,宿州,乡村,四线城市
2468,F,75,60+,2499,2001-4000,张掖,乡村,五线城市
2469,F,68,60+,2609,2001-4000,张掖,乡村,五线城市
2471,F,69,60+,799,<=1000,济南,unknown,二线城市
2473,F,46,46-60,2499,2001-4000,吉林,城区,三线城市
2475,M,76,60+,1399,1001-2000,牡丹江,乡村,四线城市
2477,M,34,26-35,448,<=1000,呼和浩特,unknown,三线城市
2478,F,23,19-25,2799,2001-4000,张家口,城区,四线城市
2480,M,26,26-35,2299,2001-4000,苏州,乡村,新一线城市
2483,M,68,60+,899,<=1000,邯郸,镇区,三线城市
2486,F,24,19-25,3699,2001-4000,武汉,城区,新一线城市
2489,M,41,36-45,1449,1001-2000,四平,乡村,五线城市
2490,M,30,26-35,1299,1001-2000,亳州,乡村,五线城市
2491,F,73,60+,1068,1001-2000,信阳,城区,三线城市
2492,F,30,26-35,849,<=1000,徐州,unknown,二线城市
2493,M,46,46-60,999,<=1000,阿克苏地区,unknown,五线城市
2494,M,55,46-60,2699,2001-4000,巴音郭楞蒙古自治州,unknown,五线城市
2495,M,23,19-25,4399,4001-7000,苏州,unknown,新一线城市
2497,M,62,60+,949,<=1000,葫芦岛,乡村,五线城市
2498,M,34,26-35,1068,1001-2000,红河哈尼族彝族自治州,unknown,四线城市
2499,M,37,36-45,3498,2001-4000,南京,城区,新一线城市
2500,M,49,46-60,2699,2001-4000,中山,unknown,二线城市
2501,F,61,60+,1699,1001-2000,商丘,unknown,三线城市
2502,M,78,60+,1999,1001-2000,黑河,unknown,五线城市
2503,F,23,19-25,3498,2001-4000,济宁,乡村,三线城市
2504,F,69,60+,3199,2001-4000,贵港,unknown,五线城市
2505,M,39,36-45,1799,1001-2000,兴安盟,乡村,五线城市
2507,F,69,60+,1699,1001-2000,重庆,城区,新一线城市
2508,M,62,60+,3699,2001-4000,安康,乡村,五线城市
2509,M,34,26-35,849,<=1000,徐州,unknown,二线城市
2510,F,62,60+,1258,1001-2000,徐州,unknown,二线城市
2511,M,36,36-45,5999,4001-7000,惠州,城区,二线城市
2512,F,20,19-25,2399,2001-4000,保定,乡村,三线城市
2513,M,50,46-60,899,<=1000,石家庄,unknown,二线城市
2514,M,25,19-25,1898,1001-2000,深圳,城区,一线城市
2515,M,63,60+,3699,2001-4000,宿迁,镇区,三线城市
2516,F,20,19-25,5999,4001-7000,遵义,城区,三线城市
2517,M,30,26-35,1199,1001-2000,大连,城区,二线城市
2518,F,60,46-60,2099,2001-4000,沈阳,城区,新一线城市
2519,F,30,26-35,1199,1001-2000,临沧,unknown,五线城市
2521,M,67,60+,1199,1001-2000,通辽,unknown,五线城市
2522,M,73,60+,1250,1001-2000,廊坊,unknown,三线城市
2526,F,44,36-45,5999,4001-7000,北京,unknown,一线城市
2529,M,79,60+,901,<=1000,鄂尔多斯,乡村,四线城市
2530,M,56,46-60,899,<=1000,承德,unknown,四线城市
2531,F,63,60+,688,<=1000,安庆,城区,三线城市
2533,M,75,60+,2698,2001-4000,阜新,乡村,五线城市
2534,M,63,60+,1099,1001-2000,呼和浩特,unknown,三线城市
2537,M,55,46-60,799,<=1000,丹东,unknown,四线城市
2540,F,48,46-60,999,<=1000,菏泽,乡村,四线城市
2541,F,46,46-60,1798,1001-2000,连云港,unknown,三线城市
2543,F,69,60+,617,<=1000,庆阳,unknown,五线城市
2544,F,74,60+,1599,1001-2000,大同,乡村,四线城市
2545,F,34,26-35,1699,1001-2000,南阳,乡村,三线城市
2546,F,74,60+,1999,1001-2000,昌吉回族自治州,unknown,五线城市
2548,F,73,60+,1129,1001-2000,淮北,unknown,五线城市
2553,M,50,46-60,1068,1001-2000,崇左,unknown,五线城市
2554,F,22,19-25,1299,1001-2000,吉安,unknown,四线城市
2555,M,78,60+,1499,1001-2000,苏州,unknown,新一线城市
2558,M,43,36-45,1998,1001-2000,柳州,城区,三线城市
2559,M,20,19-25,1099,1001-2000,吉林,乡村,三线城市
2560,M,60,46-60,1299,1001-2000,南阳,unknown,三线城市
2561,M,31,26-35,999,<=1000,成都,城区,新一线城市
2562,M,70,60+,1699,1001-2000,邢台,unknown,四线城市
2563,F,42,36-45,1548,1001-2000,保定,乡村,三线城市
2565,M,40,36-45,4899,4001-7000,张家口,镇区,四线城市
2566,M,48,46-60,3498,2001-4000,郑州,unknown,新一线城市
2567,F,26,26-35,738,<=1000,临夏回族自治州,乡村,五线城市
2568,M,35,26-35,3199,2001-4000,邢台,镇区,四线城市
2569,F,31,26-35,400,<=1000,通辽,城区,五线城市
2570,F,63,60+,2399,2001-4000,大连,城区,二线城市
2571,M,52,46-60,2399,2001-4000,北京,unknown,一线城市
2573,M,39,36-45,1199,1001-2000,北京,乡村,一线城市
2574,M,37,36-45,702,<=1000,抚顺,unknown,五线城市
2575,F,43,36-45,1198,1001-2000,吐鲁番,unknown,五线城市
2577,F,32,26-35,2699,2001-4000,安阳,unknown,四线城市
2578,F,21,19-25,1399,1001-2000,张家口,乡村,四线城市
2579,M,34,26-35,2699,2001-4000,西安,unknown,新一线城市
2581,M,32,26-35,1089,1001-2000,深圳,城区,一线城市
2583,F,31,26-35,1599,1001-2000,天津,城区,新一线城市
2586,M,27,26-35,2699,2001-4000,东莞,镇区,新一线城市
2587,M,33,26-35,1199,1001-2000,邢台,unknown,四线城市
2588,M,51,46-60,3999,2001-4000,鄂尔多斯,城区,四线城市
2590,M,61,60+,1299,1001-2000,湘西土家族苗族自治州,乡村,五线城市
2591,M,52,46-60,788,<=1000,永州,镇区,四线城市
2592,M,36,36-45,3699,2001-4000,合肥,镇区,二线城市
2593,M,74,60+,899,<=1000,青岛,unknown,新一线城市
2595,F,20,19-25,1099,1001-2000,唐山,镇区,三线城市
2599,M,53,46-60,648,<=1000,张家口,乡村,四线城市
2602,F,65,60+,991,<=1000,张家口,镇区,四线城市
2603,M,66,60+,1680,1001-2000,宜宾,乡村,四线城市
2606,M,63,60+,1299,1001-2000,株洲,乡村,三线城市
2607,M,71,60+,2699,2001-4000,菏泽,乡村,四线城市
2608,F,49,46-60,1198,1001-2000,济源,乡村,五线城市
2610,M,21,19-25,899,<=1000,曲靖,乡村,四线城市
2611,M,69,60+,1699,1001-2000,定西,乡村,五线城市
2613,M,55,46-60,1899,1001-2000,漯河,乡村,五线城市
2614,M,50,46-60,1599,1001-2000,石家庄,unknown,二线城市
2615,F,79,60+,599,<=1000,石家庄,unknown,二线城市
2618,M,29,26-35,1699,1001-2000,成都,unknown,新一线城市
2620,F,71,60+,1300,1001-2000,抚顺,乡村,五线城市
2622,M,66,60+,899,<=1000,北京,unknown,一线城市
2623,F,56,46-60,688,<=1000,滨州,镇区,四线城市
2624,F,25,19-25,849,<=1000,徐州,unknown,二线城市
2625,F,50,46-60,2498,2001-4000,三门峡,乡村,五线城市
2628,F,28,26-35,1899,1001-2000,葫芦岛,乡村,五线城市
2629,M,31,26-35,1199,1001-2000,商丘,乡村,三线城市
2630,F,55,46-60,1199,1001-2000,威海,unknown,三线城市
2631,F,78,60+,999,<=1000,保定,乡村,三线城市
2633,M,55,46-60,1299,1001-2000,徐州,unknown,二线城市
2634,M,43,36-45,2499,2001-4000,吴忠,乡村,五线城市
2635,F,42,36-45,1199,1001-2000,日照,unknown,四线城市
2637,F,21,19-25,5999,4001-7000,随州,城区,五线城市
2638,M,73,60+,1299,1001-2000,营口,unknown,四线城市
2639,F,40,36-45,1099,1001-2000,通化,乡村,五线城市
2640,F,55,46-60,1789,1001-2000,乐山,乡村,四线城市
2643,M,59,46-60,1999,1001-2000,昌吉回族自治州,乡村,五线城市
2645,M,43,36-45,1499,1001-2000,天津,unknown,新一线城市
2646,F,20,19-25,999,<=1000,阜阳,乡村,三线城市
2648,F,79,60+,1599,1001-2000,邵阳,乡村,四线城市
2650,M,34,26-35,1799,1001-2000,呼和浩特,unknown,三线城市
2651,M,45,36-45,1599,1001-2000,张家口,unknown,四线城市
2652,F,59,46-60,568,<=1000,烟台,unknown,二线城市
2654,M,25,19-25,4399,4001-7000,沈阳,城区,新一线城市
2656,M,21,19-25,2298,2001-4000,张掖,城区,五线城市
2657,F,31,26-35,1298,1001-2000,文山壮族苗族自治州,乡村,五线城市
2659,M,73,60+,1798,1001-2000,周口,乡村,四线城市
2660,M,45,36-45,1599,1001-2000,洛阳,unknown,三线城市
2661,M,57,46-60,1398,1001-2000,甘南藏族自治州,乡村,五线城市
2662,F,79,60+,1068,1001-2000,鄂尔多斯,乡村,四线城市
2664,F,23,19-25,599,<=1000,福州,unknown,二线城市
2666,M,66,60+,3599,2001-4000,青岛,乡村,新一线城市
2668,M,63,60+,1299,1001-2000,德州,unknown,四线城市
2669,F,25,19-25,809,<=1000,合肥,镇区,二线城市
2671,M,34,26-35,1599,1001-2000,石家庄,unknown,二线城市
2672,M,49,46-60,4999,4001-7000,太原,unknown,二线城市
2673,M,64,60+,699,<=1000,威海,unknown,三线城市
2676,M,72,60+,1580,1001-2000,阿坝藏族羌族自治州,unknown,五线城市
2678,M,51,46-60,999,<=1000,大连,unknown,二线城市
2679,M,62,60+,2299,2001-4000,广州,城区,一线城市
2681,F,27,26-35,2699,2001-4000,盐城,unknown,三线城市
2682,M,34,26-35,3999,2001-4000,保定,乡村,三线城市
2683,F,71,60+,599,<=1000,襄阳,乡村,三线城市
2684,F,66,60+,3399,2001-4000,鞍山,乡村,三线城市
2685,F,77,60+,1199,1001-2000,石家庄,乡村,二线城市
2686,F,34,26-35,1099,1001-2000,广州,unknown,一线城市
2687,M,21,19-25,1999,1001-2000,东莞,镇区,新一线城市
2690,M,27,26-35,1199,1001-2000,临高,乡村,五线城市
2693,M,50,46-60,2149,2001-4000,日照,镇区,四线城市
2695,M,25,19-25,1899,1001-2000,黔西南布依族苗族自治州,镇区,五线城市
2696,F,71,60+,1068,1001-2000,毕节,乡村,四线城市
2697,M,70,60+,2288,2001-4000,沈阳,unknown,新一线城市
2698,M,71,60+,1158,1001-2000,北海,城区,四线城市
2699,F,20,19-25,1999,1001-2000,临沧,unknown,五线城市
2704,M,42,36-45,1999,1001-2000,临汾,城区,四线城市
2706,M,65,60+,1199,1001-2000,秦皇岛,城区,三线城市
2707,M,47,46-60,2299,2001-4000,广州,unknown,一线城市
2711,F,31,26-35,1068,1001-2000,固原,乡村,五线城市
2712,M,21,19-25,1998,1001-2000,永州,镇区,四线城市
2713,F,23,19-25,7799,7000+,达州,城区,五线城市
2714,M,74,60+,1068,1001-2000,贵阳,城区,二线城市
2715,M,34,26-35,1599,1001-2000,郑州,unknown,新一线城市
2716,F,78,60+,1999,1001-2000,九江,镇区,三线城市
2717,F,57,46-60,1498,1001-2000,岳阳,unknown,三线城市
2718,M,63,60+,2168,2001-4000,多伦多,unknown,unknown
2719,M,26,26-35,1798,1001-2000,东莞,镇区,新一线城市
2720,M,22,19-25,999,<=1000,衢州,unknown,四线城市
2722,M,75,60+,1199,1001-2000,鸡西,unknown,五线城市
2724,M,24,19-25,3499,2001-4000,汕头,乡村,三线城市
2725,F,21,19-25,1098,1001-2000,大连,乡村,二线城市
2726,M,32,26-35,2699,2001-4000,唐山,镇区,三线城市
2728,F,52,46-60,1498,1001-2000,重庆,乡村,新一线城市
2729,F,49,46-60,2599,2001-4000,保定,unknown,三线城市
2730,F,31,26-35,1199,1001-2000,昆明,城区,新一线城市
2731,M,78,60+,720,<=1000,桂林,乡村,三线城市
2732,M,39,36-45,2699,2001-4000,保定,乡村,三线城市
2735,M,35,26-35,1380,1001-2000,郑州,镇区,新一线城市
2736,M,37,36-45,1399,1001-2000,衡阳,镇区,三线城市
2737,M,72,60+,970,<=1000,贺州,乡村,五线城市
2738,M,39,36-45,1599,1001-2000,湘潭,乡村,三线城市
2739,F,22,19-25,699,<=1000,昆明,乡村,新一线城市
2741,F,54,46-60,1599,1001-2000,长春,unknown,二线城市
2742,M,36,36-45,849,<=1000,徐州,unknown,二线城市
2743,M,32,26-35,1139,1001-2000,那曲,乡村,五线城市
2744,M,34,26-35,2998,2001-4000,长治,镇区,五线城市
2745,M,67,60+,999,<=1000,毕节,unknown,四线城市
2749,M,58,46-60,901,<=1000,丹东,乡村,四线城市
2750,M,65,60+,1798,1001-2000,石家庄,乡村,二线城市
2752,M,20,19-25,1699,1001-2000,贵港,乡村,五线城市
2754,F,42,36-45,1498,1001-2000,定西,乡村,五线城市
2755,M,36,36-45,1348,1001-2000,临汾,乡村,四线城市
2756,M,24,19-25,2399,2001-4000,哈尔滨,城区,二线城市
2758,F,58,46-60,901,<=1000,抚顺,unknown,五线城市
2759,F,55,46-60,999,<=1000,扬州,乡村,二线城市
2761,M,78,60+,999,<=1000,长春,乡村,二线城市
2763,M,52,46-60,2299,2001-4000,潍坊,乡村,三线城市
2764,M,61,60+,1199,1001-2000,佛山,镇区,二线城市
2766,M,31,26-35,1999,1001-2000,淮南,unknown,四线城市
2767,M,78,60+,1398,1001-2000,菏泽,unknown,四线城市
2768,F,69,60+,4399,4001-7000,邯郸,镇区,三线城市
2769,F,22,19-25,2499,2001-4000,日照,unknown,四线城市
2770,M,74,60+,1098,1001-2000,邯郸,镇区,三线城市
2771,F,31,26-35,2299,2001-4000,天水,乡村,五线城市
2772,M,32,26-35,3699,2001-4000,东莞,unknown,新一线城市
2774,F,58,46-60,3166,2001-4000,邢台,乡村,四线城市
2775,F,76,60+,1298,1001-2000,抚州,unknown,四线城市
2776,M,39,36-45,3999,2001-4000,深圳,城区,一线城市
2777,M,35,26-35,4399,4001-7000,定安,乡村,五线城市
2778,F,58,46-60,1199,1001-2000,衡水,unknown,五线城市
2779,M,67,60+,1299,1001-2000,东莞,unknown,新一线城市
2782,F,64,60+,799,<=1000,秦皇岛,unknown,三线城市
2783,F,76,60+,1699,1001-2000,洛阳,unknown,三线城市
2785,F,34,26-35,1068,1001-2000,阿勒泰地区,unknown,五线城市
2788,M,20,19-25,2699,2001-4000,深圳,unknown,一线城市
2790,F,58,46-60,1599,1001-2000,青岛,unknown,新一线城市
2791,M,35,26-35,1599,1001-2000,太原,城区,二线城市
2792,M,59,46-60,1999,1001-2000,哈尔滨,unknown,二线城市
2793,M,64,60+,2799,2001-4000,广安,乡村,五线城市
2794,F,56,46-60,949,<=1000,唐山,unknown,三线城市
2795,M,22,19-25,3788,2001-4000,金华,乡村,二线城市
2797,F,50,46-60,2699,2001-4000,阜新,城区,五线城市
2801,M,68,60+,1398,1001-2000,兰州,乡村,二线城市
