pid,author_id,category_id,category_level,parent_id,root_id,root_name_cn,root_name_en,duration,author_fans_count,title,tag_name
38603,469123400,15,1,15,15,才艺, talent,132.566,22273,卷席筒,地方戏曲文化
38890,471464054,12,1,12,12,美食, gourmet,57.2,1073343,无敌酸辣粉,美食|太好吃啦|酸辣粉
61873,2427428508,12,1,12,12,美食, gourmet,29.466,2608,鸡腿炖土豆,鸡腿炖土豆
61896,2304011919,12,1,12,12,美食, gourmet,210.866,213807,夜市喷泉牛杂牛杂西施是吧,夜市|人间烟火气|街头美食
62430,1398370174,37,1,37,37,奇人异象, Strange People and Extraordinary Phenomena,190.316,45204,非洲捕蛇人,非洲|户外|蛇
63672,2975702665,12,1,12,12,美食, gourmet,14.033,579,黄瓜鸡蛋饼,减脂餐|早餐|低卡营养又好吃
67411,1125572855,12,1,12,12,美食, gourmet,209.333,775670,红烧大肘子热干面全吃完,我是爆款王|热干面|大肘子
67870,54750868,15,1,15,15,才艺, talent,32.299,41062,飞飞亲三黑人,搞笑|我的快手影集|快手直播666火力营
71321,256162056,12,1,12,12,美食, gourmet,220.8,38354,弟弟大饺子,快手热点|家乡的味道
86526,2843902049,13,1,13,13,三农, agriculture,190.3,164327,地下的大鱼,创作灵感|国外奇人异事|户外捕鱼
99513,1141360554,3,1,3,3,游戏,game,277.333,356755,并且还要赚百万小伙子人傻了,地铁逃生
110229,694670022,12,1,12,12,美食, gourmet,10.517,3106,河北任丘吃和美饺子最好的气氛,承接各种宴席一条龙服务|吃饺子啦|农村结婚风俗
135482,476804388,3,1,3,3,游戏,game,10.3,143015,4年的等待,和平精英
1421,2758774546,39,1,39,39,影视和短剧, films and short plays,228.6,41995,老光棍不种田也不种地天天爱研究高科技,智能家居|智能语音|智能精灵
9539,892796274,9,1,9,9,搞笑, funny,285.983,96424,骗子电话你女朋友怀孕了,新光合创作者计划|能逗你们开心快乐就是我最大的快乐|河北萌浩搞笑
32650,2570170706,17,1,17,17,动物, animals,192.266,11376,顶级肛肠科医师VS顶级猎杀兽,狩猎|动物世界精彩集锦|与自然同行
34162,885133089,36,1,36,36,房产家居, real estate,303.233,1174786,多才多艺师傅,家装五金配件|电工接线
37222,339383484,5,1,5,5,穿搭, wear it,11.511,432158,防水耐磨透气,透气防水速干衣|面料柔软穿着舒适透气|服饰商家挖掘机
61984,2556188454,18,1,18,18,汽车, car,104.683,437264,有车一族你一定要看完不要存在侥幸心理,好物推荐|汽车安全|安全驾驶
98185,2048706734,36,1,36,36,房产家居, real estate,42.233,246934,三秒速热移动暖空调,冷暖小空调|家用电器|快手好货
100125,2971785657,12,1,12,12,美食, gourmet,24.366,21414,矿泉水瓶快速腌酸豆角,泡菜|泡菜发酵粉
128718,2754712761,8,1,8,8,颜值, Good Looks,7.409,2606,天天晚上守寡,天天晚上守寡
9774,447347079,12,1,12,12,美食, gourmet,61.316,3350723,变成彩色三明治,三明治|看我百变|自制美食
7668,1471788392,7,1,7,7,运动, movement,8.8,71042,被掐脖子教你如何一招反击,格斗|防身术|一招制敌
7939,372929379,14,1,14,14,教育, education,299.966,1370576,为什么电风扇转的慢,学电工彩图教科书三本书|高亮彩光测电笔
66330,399742157,13,1,13,13,三农, agriculture,209.833,57435,笑话漏水楼上就不修没招,光合计划|光合分助成长
9071,2899190363,39,1,39,39,影视和短剧, films and short plays,302.666,25284,谁敢跟我强哥这么说话昔日兄弟反目成仇哎你别推我呀,半路夫妻
11380,1815060379,7,1,7,7,运动, movement,7.757000000000001,416370,西装暴徒詹姆斯,詹姆斯|篮球新世代|铁铁的NBA特辑
34942,1815060149,7,1,7,7,运动, movement,235.933,1692281,故意惹怒泰森的后果直接被重拳KO,拳击
61788,15700490,7,1,7,7,运动, movement,205.0,232426,风火轮少女贾芳芳,冠军|蹦床|贾芳芳
71176,497462954,18,1,18,18,汽车, car,597.433,657069,斌哥带你去救援一起传递正能量,中国卡车司机|快手记录卡车生活|传递正能量
97513,1617004628,28,1,28,28,资讯, information,8.066,132654,骑乘摩托车戴好头盔行径路口拒绝超速,一盔一带保平安|交通安全
143250,2706005187,7,1,7,7,运动, movement,56.84,2525,拳王泰森拳台最后一战,拳击比赛|职业拳击|泰森
40430,2858762910,39,1,39,39,影视和短剧, films and short plays,301.84,1068852,公主流落民间《丛林公主2/3集》,视频解说|我的观影报告|夏日暴击
61800,2873879527,25,1,25,25,亲子, parent-child,240.16,76332,国王监狱,儿童|喜欢|玩具
66596,2680122661,15,1,15,15,才艺, talent,254.0,84450,谁扔的干皮金银戳戳乐改造,解压视频|无硼砂史莱姆|感谢快手我要热门谢谢大家
71514,2870309032,39,1,39,39,影视和短剧, films and short plays,97.8,548567,新兵第一次回家探亲竟然直接将超市搬回了家,快影
98317,252530020,39,1,39,39,影视和短剧, films and short plays,116.28,41309034,太空上的自救,晨曦动漫计划|夏日暴击
7427,2687928651,17,1,17,17,动物, animals,19.643,93061,全网最火动物翻译器,创作灵感|动物|萌宠
34609,2603046540,25,1,25,25,亲子, parent-child,95.666,10482,育儿小妙招,生活小妙招|生活小窍门|生活小技巧
64414,202437299,12,1,12,12,美食, gourmet,83.73299999999999,150456,挑战吃表情包美食,吃表情包|表情包大挑战
66858,952763261,4,1,4,4,美妆, beauty,45.0,464187,男友绝望第n天,护肤|沉浸式护肤|帮男友护肤
100628,2589599772,9,1,9,9,搞笑, funny,74.533,204257,跟老爸购物太疯狂这也太刺激了,搞笑|出发吧老妈|我妈送我一个大碧斗
125,10232498,1075,3,133,7,运动, movement,19.6,7964998,飞檐走壁美少女,跑酷小枫|跑酷|快手极限挑战
9305,430598086,9,1,9,9,搞笑, funny,58.683,536260,人呢?,沙雕|搞笑
344,2189601969,10,1,10,10,旅游, travel,130.933,559848,荒岛求生第14集手撕篾片编制锅盖,荒岛求生|户外
455,829939518,36,1,36,36,房产家居, real estate,55.233,555678,这样贴砖不空鼓,瓦工新型工具|感谢官方大大让我上一次热门|专业贴砖的小姐姐
511,2314639221,13,1,13,13,三农, agriculture,253.333,1129211,紫土豆丰收了,夏至已至
964,1395493488,4,1,4,4,美妆, beauty,251.75,712515,给你剪了,圆脸发型参考|素人打造|设计发型
1044,2708831284,25,1,25,25,亲子, parent-child,8.732999999999999,19727,十个月了还不会爬但不影响奔向妈妈的方向,今日份小可爱已上线|人类幼崽成长记
2173,1150726095,12,1,12,12,美食, gourmet,138.85,157104,地瓜球,记录农村美好生活|新农人计划|地瓜球
2581,19372297,17,1,17,17,动物, animals,286.2,914749,刷牙洗脸吃早餐,沙雕猫咪的日常|猫儿子
2827,1067742670,25,1,25,25,亲子, parent-child,102.366,881760,弟弟好想你,集结吧光合创作者|2022高考季
3215,1326082413,15,1,15,15,才艺, talent,20.5,947093,先写5个9,简笔画教程|幼儿简笔画|儿童简笔画教程
3373,1540059820,25,1,25,25,亲子, parent-child,12.3,92600,当孩子看到妈妈的双胞胎姐妹大姨妈妈,双胞胎|集结吧光合创作者
3729,1371114044,12,1,12,12,美食, gourmet,203.9,129268,麻辣羊头羊捆肠,快手三农|记录我的农村生活|分享家乡美食
6446,2600327734,12,1,12,12,美食, gourmet,58.316,32283,自动恒温煎饼机,美食|厨房好物|快手厨房
7994,2617831083,16,1,16,16,健康, healthy,63.833,102221,重要提醒纯净水大家千万不要长期喝,重要提醒纯净水大家千万不要长期喝
10680,507963806,25,1,25,25,亲子, parent-child,33.8,1705725,走路可难受了,加油
11718,201184410,12,1,12,12,美食, gourmet,38.133,49194,葱花小油条,爱美食爱分享学习|河南南阳唐河方城淅川社旗西峡南召|小油条
64661,2733350913,25,1,25,25,亲子, parent-child,8.066,171523,父亲训练儿子是一道靓丽的风景,平安健康快乐每一天|男儿当自强|父子组合
720,2853067758,9,1,9,9,搞笑, funny,110.533,27057,深夜街坊,街头采访|街坊
1434,2394049392,39,1,39,39,影视和短剧, films and short plays,113.966,381494,封神榜竟然骗了,封神榜|导游带你游中国|纣王
3540,2395688062,25,1,25,25,亲子, parent-child,7.632999999999999,344962,这种喊也喊不听的滋味太上头了,人类幼崽迷惑行为
3690,2891149326,11,1,11,11,生活, life,224.933,6650,终于被老板盘了,钓鱼|邓刚|野钓
3957,2875718850,7,1,7,7,运动, movement,27.986,9760,足坛名场面奥谢客串门将,搞笑|足球|曼联
4221,735018535,9,1,9,9,搞笑, funny,11.866,133491,小妹,集合吧光合计划创作者|搞笑家庭|开心快乐一家人
4827,2831936670,39,1,39,39,影视和短剧, films and short plays,284.333,939820,(上),恋爱|情侣|师生恋
5610,770813560,9,1,9,9,搞笑, funny,8.583,1089176,鱼自己都没反应过来,搞笑配音视频|爆笑夏令营|搞笑动物
5666,1984120002,9,1,9,9,搞笑, funny,10.2,469,笑一笑十年少,内容过于真实|创作灵感|搞笑视频
6190,801577486,7,1,7,7,运动, movement,8.571,50801,中国女篮李梦,中国女篮最棒|中国女篮加油|中国女篮李梦
6898,2113449836,39,1,39,39,影视和短剧, films and short plays,78.64,169064,一脚踢上去后小便都成问题了,幸福到万家|快手影视新热计划|暑期不断片
7116,2652450475,9,1,9,9,搞笑, funny,50.2,29246,猎豹与鬣狗抓猪结果让猪跑了,搞笑|搞笑配音|搞笑视频
7193,2291762738,25,1,25,25,亲子, parent-child,8.166,1032619,见过溜猫溜狗没见过溜亲爹的,人类幼崽成长计划|爸爸带娃|父女时光
7318,2253945374,7,1,7,7,运动, movement,8.8,86615,袁心玥,中国加油|姐妹|中国女排
7384,2354661185,39,1,39,39,影视和短剧, films and short plays,298.683,139874,李莫愁竟然想拿捏一灯大师哪儿来的臭和尚,武侠|神雕侠侣|我在快手追好剧
7545,2359906459,12,1,12,12,美食, gourmet,281.92,2853160,边钓边吃真过瘾,钓虾
7581,2831185424,39,1,39,39,影视和短剧, films and short plays,199.56,453081,脸红收割机(上),甜|告白|恋爱
8227,2741361120,9,1,9,9,搞笑, funny,16.465999999999998,4350,"那鹰""沙雕""?",搞笑配音|搞笑|搞笑内涵
8625,1516805899,39,1,39,39,影视和短剧, films and short plays,228.7,179979,身为富豪家的千金保镖不仅有功夫更要有定力,我在快手追好剧|超级保镖
8661,2866112933,39,1,39,39,影视和短剧, films and short plays,462.833,38283,为救郭伯母受伤幸好程英及时赶到《神雕侠侣》第十六段,杨过|神雕侠侣|精彩古装武侠影视
8828,2136795960,39,1,39,39,影视和短剧, films and short plays,376.733,59851,小杨过被郭芙扔海里竟被欧阳锋出手相救,快手影视新热计划|快手热点|我在快手追好剧
8905,2665876587,6,1,6,6,明星娱乐, Star Entertainment,247.933,241434,十年青梅竹马变恋人,告白|爱情|青梅竹马
10090,1320914493,36,1,36,36,房产家居, real estate,55.36600000000001,944532,热成像翻车,户外|实用工具
10240,798152364,9,1,9,9,搞笑, funny,8.5,66904,给你吃啪!,搞笑配音|搞笑动物配音|搞笑视频
10245,2921202115,21,1,21,21,历史, history,67.266,85960,康熙儿子结局一个比一个惨?,涨知识|清朝历史|一定要看到最后哦
10398,2806373402,11,1,11,11,生活, life,9.793,21890,骗鱼,路亚钓鱼|路亚|路亚鲈鱼
10432,805978190,39,1,39,39,影视和短剧, films and short plays,180.041,42181,参加自己的同学聚会,精彩电视剧剪辑|影视合集激励计划
10441,756561002,11,1,11,11,生活, life,498.3,620907,这个老板有点反常?!,快手钓鱼红人节|女钓手|快乐一夏垂钓季
10496,2330237924,39,1,39,39,影视和短剧, films and short plays,150.63299999999998,11441,血色浪漫第57段,原创影视解说|血色浪漫|我的观影报告
10583,2831185424,39,1,39,39,影视和短剧, films and short plays,211.6,451789,"脸红收割机杭州小""李现""(上)",脱单|告白|恋爱
11256,2196749014,16,1,16,16,健康, healthy,25.392,68916,龟龟的尺寸真的那么重要吗,健康科普在快手|涨知识|长度
11511,425405595,39,1,39,39,影视和短剧, films and short plays,402.076,21446,郭二小姐的寿宸,回忆经典
11763,2903219439,22,1,22,22,财经, Finance,191.733,31401,为什么女人,商业思维|臧其超|涨知识
12480,1294854336,39,1,39,39,影视和短剧, films and short plays,143.9,21861,丈母娘瞧不起农村,我在这快手追好剧|赵丽颖
12496,2903679318,38,1,38,38,读书, reading,17.6,55116,石榴裙下无君子,2022光合创作者大会|情感诗词|今日文案
12590,2080026556,18,1,18,18,汽车, car,64.366,1717244,爽爽的致富小技巧,爽爽的汽车生活
13245,155114744,17,1,17,17,动物, animals,64.266,14496,小牛犊刚出生就被妈妈抛弃,快手热点|动物|母爱
22557,2825884294,39,1,39,39,影视和短剧, films and short plays,75.35,382234,不料我军早已埋伏好了,快手影视新热计划|2022光合创作者大会|我在快手追好剧
32474,2726691856,39,1,39,39,影视和短剧, films and short plays,231.666,31646,乡下来的土包子染匠出四分缺收回来六分利留学生当副手,春日追剧计划单|快手弹幕|快手追好剧
32775,2364049492,9,1,9,9,搞笑, funny,349.766,527171,爆笑军训盘点那些军训爆笑名场面,集合吧光合创作者|搞笑军训|我的军训之旅
32794,2753889002,16,1,16,16,健康, healthy,21.466,36293,为什么我的不如别人呢,关爱女性在快手
32874,1740178807,28,1,28,28,资讯, information,6.166,1887179,黄石警方奔赴全国多地打掉11个跨境赌博窝点,拒绝跨境赌博|打击治理跨境赌博
34998,2832766829,39,1,39,39,影视和短剧, films and short plays,174.24,28266,第28集,金庸武侠|经典武侠|侠客行
35131,2757402875,11,1,11,11,生活, life,29.6,13878,我送你离开,情侣日常|内容过于真实
35199,1360136835,9,1,9,9,搞笑, funny,265.633,24194,盘点那些看着都疼的搞笑瞬间搞笑瞬间,光合计划|专治各种不开心|爆笑失误
35248,2141059544,9,1,9,9,搞笑, funny,7.366,24919,漂亮小姐姐结婚结束吃席还是搂自己的席才最香,开心|结婚|搞笑
35474,2906074480,9,1,9,9,搞笑, funny,48.36600000000001,88457,当女友半夜回家时,加油季|情侣日常|内容过于真实
35521,1240359359,39,1,39,39,影视和短剧, films and short plays,227.066,19094,很自觉呀,亲子教育|家庭教育|孩子教育
36248,2970331613,21,1,21,21,历史, history,130.88,2175,队打开光绪见了一个惊天的,光绪陵墓
36709,700822405,5,1,5,5,穿搭, wear it,10.0,2807566,妈妈,高个子穿搭
36719,1458962084,36,1,36,36,房产家居, real estate,179.533,583836,经营篇2022年到底该买房还是卖房,商业思维|房产|涨知识
37618,2752482755,39,1,39,39,影视和短剧, films and short plays,107.833,21617,朱家老三大明的快乐源泉,我在快手追好剧
37881,910563941,11,1,11,11,生活, life,475.1,880515,物价飞涨的美国吃一顿老美自助餐,美国自助餐|美食探店|美国vlog日常
38141,565371214,7,1,7,7,运动, movement,34.183,1679388,美女面前轻功水上漂,逸550|轻功水上漂|运动一夏
38230,1409274253,28,1,28,28,资讯, information,6.266,1730236,迟来的父爱宝宝:我咋还尿床了,这波操作很秀|原谅我不厚道的笑了|人间奇趣记录仪
38249,2002284318,9,1,9,9,搞笑, funny,22.7,1356526,人生最尴尬的事件怎么啦,给我一杯忘情水|社交牛逼症|艾特你想艾特的人
38748,1354735639,17,1,17,17,动物, animals,14.8,11691,鳄鱼:我偷袭你,弱肉强食|动物世界精彩集锦|神奇动物
39275,641483775,11,1,11,11,生活, life,34.98,57931,碗底有肉啊,乌苏里江户外捕鱼直播|大美乌苏里江|快手捕鱼
39353,1111564433,39,1,39,39,影视和短剧, films and short plays,168.666,19017,捡漏乞丐碗,人生几度秋凉|古玩|怀旧经典影视
39783,158384998,11,1,11,11,生活, life,56.733,83444,军训期间学生才艺展示,军训时光|学生时代最美好的瞬间|当军训遇上才艺展示
39966,558831777,25,1,25,25,亲子, parent-child,40.0,345045,妈妈你也吃日,爸爸的小棉袄|父女情深
39974,2969072430,11,1,11,11,生活, life,334.766,8676,巨物咬钩,摇钱树|牛魔王|捕鱼
40066,810753877,39,1,39,39,影视和短剧, films and short plays,325.64,872464,高品格单恋2,爱情|韩剧|快手影视创作者
40480,911147838,11,1,11,11,生活, life,7.166,3085,资源,路亚钓鱼|路亚|路亚资源
40482,2855519593,9,1,9,9,搞笑, funny,111.166,13517,逗亲弟弟说被亲姐夫打了看弟弟什么反应?,情感街头采访|爆笑街头采访|这视频有点料
43177,821993038,39,1,39,39,影视和短剧, films and short plays,178.035,28120,皇上遗诏当场公布太后会罢休吗,精彩电视剧剪辑|经典电视剧剪辑|我在快手追好剧
48634,2752482755,39,1,39,39,影视和短剧, films and short plays,77.866,21378,孙若微这一挡救得不是朱棣而是三万人的性命,我在快手追好剧
60992,1018989764,39,1,39,39,影视和短剧, films and short plays,151.8,112617,女孩高考第一却因为父亲拿不到录取通知书,真实故事|守望正义|我在快手追好剧
62394,2043187714,11,1,11,11,生活, life,139.866,362843,用铁笼捕蟹,螃蟹|赶海|抓螃蟹
62414,784275158,16,1,16,16,健康, healthy,53.967,1264,女性不愿做婚检多半是因为这三点,家庭婚姻情感正能量|情感口播|口才情商正能量
62753,2907422155,5,1,5,5,穿搭, wear it,6.1,10925,回娘家,弄潮儿来了|小个子穿搭|夫妻
63384,2299200472,39,1,39,39,影视和短剧, films and short plays,403.566,100625,想到她竟是大小,快手放映室|影视剪辑|我在快手追好剧
64069,2747602073,11,1,11,11,生活, life,6.433,3871,分享的饵料搭配,钓鱼人|水产养殖|钓鱼
64266,2350445014,12,1,12,12,美食, gourmet,100.266,959807,带北方朋友去吃南方早餐,南方早餐|南北差异|豆浆
64800,2823971376,39,1,39,39,影视和短剧, films and short plays,326.183,188612,小女孩从未学过钢琴一上手就能弹出世界名曲,电影解说|天才钢琴少年|创作灵感
66221,2245078388,9,1,9,9,搞笑, funny,54.433,182575,憋着不许笑,爆笑视频|专治不开心|每天搞笑视频不断
66246,2838485924,9,1,9,9,搞笑, funny,31.766,1481,没有空军二字,钓鱼那些事|搞笑|感谢快手同城热门
66836,2428943684,9,1,9,9,搞笑, funny,118.566,203759,只是意外而已,看着都疼|丸美真新日|快影达人
67034,2070762880,14,1,14,14,教育, education,18.1,74995,考上北大需要多少分?,北京大学|录取分数线|2022开学季
67756,1894329986,19,1,19,19,情感, emotion,7.366,915603,被老公宠成公主,夫妻|家庭
67860,1249225093,9,1,9,9,搞笑, funny,18.433,1206157,帮我捡一正鞋姐姐,姐弟
71312,2869496661,39,1,39,39,影视和短剧, films and short plays,70.0,165592,富家小姐傲慢任性的性格下一秒会付出什么代价仔细看富家小姐正在洗澡,我在快手追好剧
87933,16125924,11,1,11,11,生活, life,16.266,958290,灵异事件当发现男友腿比我细,情侣日常
90795,379307075,9,1,9,9,搞笑, funny,11.76,200527,午饭有着落了,搞笑配音
97889,1265355594,25,1,25,25,亲子, parent-child,15.466,129650,人类幼崽与警察舅舅,舅舅和外甥女|人类幼崽成长计划|人类幼崽成长记
98118,2953470699,21,1,21,21,历史, history,313.233,99759,一向低调的刘备为啥出门总要带俩下级,领导|企业|管理
98439,2163094116,28,1,28,28,资讯, information,7.5,290416,小心!,注意安全|银环蛇|佛山
98466,371744905,9,1,9,9,搞笑, funny,63.4,279133,一个姐姐半个妈,姐弟
98715,2172451170,9,1,9,9,搞笑, funny,133.933,344715,知错就改,集结吧光合创作者|老板|搞笑
99475,1271228609,9,1,9,9,搞笑, funny,57.133,178494,亲子鉴定下来了,集结吧光合创作者|夫妻吵架|感谢快手官大大每次热门推送
99669,2244999034,9,1,9,9,搞笑, funny,60.3,146960,搞笑视频笑到肚子疼,外国人真会玩|搞笑|搞笑老外
99872,2370395088,21,1,21,21,历史, history,33.766,554458,是怎样一个人呢生个儿子自己还厉害,历史|历史故事|历史人物
100078,2092828913,28,1,28,28,资讯, information,403.166,66743,俄乌冲突转折点?谣言与真相,谣言与真相|俄乌冲突转折点
100354,2860015383,11,1,11,11,生活, life,10.533,4938,这会好像要芭比Q啦,钓鱼那些事|钓鱼人就是这么疯狂|户外野钓
100521,1100437796,9,1,9,9,搞笑, funny,62.966,2244003,到嘴的鸭子飞了,搞笑视频|搞笑配音
133425,1082631841,9,1,9,9,搞笑, funny,6.183,4043,刚刚还在感动老婆大老远来接我下班结果.....,搞笑视频
134409,1572106562,11,1,11,11,生活, life,7.16,2089,带钢筋的水泥路面破碎,制砂机|移动破碎机
773,421345205,24,1,24,24,星座命理, astrology,67.133,84293,去当兵当兵前当兵后,投票贴纸
1185,413328543,39,1,39,39,影视和短剧, films and short plays,107.6,2109254,小时候的那些事表哥表姐我布莱克陀螺陀螺盘黄金攻击环村里唯一有陀螺玩的那个仔,内容过于真实|一定要看到最后哦
2826,1631978824,12,1,12,12,美食, gourmet,72.2,384155,你们敢挑战,羊尾油|我是爆款王|家乡美食
4003,1378025568,3,1,3,3,游戏,game,73.95,21718323,不愧是一代药神,和平精英
4978,1460658358,9,1,9,9,搞笑, funny,23.25,2091015,xxs版乱小世?,乱小世|搞笑幽默|一定要看到最后
5290,898579681,3,1,3,3,游戏,game,34.233000000000004,2358753,导演收演员,香肠派对沐白
5590,2549754432,3,1,3,3,游戏,game,447.866,2064246,估计他都没想到,地铁逃生国际服|游戏凡星计划
5731,2878892048,12,1,12,12,美食, gourmet,196.5,18051,魔鬼椒超大田螺炒鸡,快手记录农村生活|田螺|快手美食家
6787,97753652,3,1,3,3,游戏,game,132.266,1198005,地铁逃生萌新入坑的第25天,地铁逃生
7180,600618739,12,1,12,12,美食, gourmet,55.983,1401643,泰国的生蚝颜色对吗,潮汕生腌|生腌艺术家|生蚝
9469,2658380517,3,1,3,3,游戏,game,72.033,14785,爽不爽你们说了算,和平精英
10396,188702512,3,1,3,3,游戏,game,47.283,576664,教你们,回归快手|感谢官方大大给的热门|和平精英
11135,84288090,12,1,12,12,美食, gourmet,45.645,11901,手打柠檬绿茶(17),摆摊|手打柠檬绿茶
12349,1958215870,3,1,3,3,游戏,game,188.7,425463,黑卡房居然出金条,地铁逃生
33804,2289095860,3,1,3,3,游戏,game,7.5,15513,摇小学生,和平精英|游戏凡星计划
33981,2145296017,12,1,12,12,美食, gourmet,27.466,7265,(3.5元一碗),黑凉粉|路边摊小吃|民间传统美食
34012,128358952,3,1,3,3,游戏,game,392.883,2030344,人生模拟器,我的世界
35444,2397423026,12,1,12,12,美食, gourmet,54.433,2230210,黑松露薯片,夜来酱|我是爆款王|黑松露
37007,2746025912,12,1,12,12,美食, gourmet,75.8,128967,强劲薄荷糖,薄荷糖|美食测评|测评
37900,2957029217,3,1,3,3,游戏,game,77.95,59624,鲨鱼被队友骂《上集》,和平精英|游戏尴尬现场|鲨鱼哟syy
38320,233751399,3,1,3,3,游戏,game,158.033,2565587,身份卡砸玻璃,游戏凡星计划|和平精英极限追猎|搞笑吃鸡
39933,2023010825,3,1,3,3,游戏,game,291.2,201832,七个葫芦娃,和平精英|游戏解说|鲨鱼哟syy
43761,45161470,3,1,3,3,游戏,game,7.263,35379,翘臀天花板,喜欢的记得点赞收藏加关注|翘臀|快手热点
56035,2339901297,39,1,39,39,影视和短剧, films and short plays,48.433,625594,惊心动魄的黑夜,出发吧老妈|我妈给我一个大碧斗|儿童小短剧
61404,2594544056,10,1,10,10,旅游, travel,63.233,26315,巴基斯坦车底女孩,旅行大玩家|环球骑行|巴基斯坦
62032,109963488,3,1,3,3,游戏,game,248.333,1983887,随机空岛生存,我的世界
63442,1810085959,3,1,3,3,游戏,game,67.183,1441971,超体对抗实战效果,和平精英超体对抗|和平精英|和平精英太空之旅
63552,1184044998,3,1,3,3,游戏,game,54.04,1619,就你这个猪神还配住木板房,我的世界猪神
63659,2869496661,39,1,39,39,影视和短剧, films and short plays,74.88,142590,你帮我一次我护你一生男孩决定为女孩报仇,少年的你
63856,2823505416,11,1,11,11,生活, life,41.666,2863,挖机翻车十大瞬间(上),挖掘机
65376,2314478647,3,1,3,3,游戏,game,74.533,46346,沙雕配音,地铁逃生|游戏凡星计划|老六
65595,228331818,37,1,37,37,奇人异象, Strange People and Extraordinary Phenomena,46.0,1224483,汽车压水坑溅了一脸的水,男人的快乐|splashus|老外真会玩
65855,1250543611,3,1,3,3,游戏,game,114.866,37533,军火库,和平精英搞笑视频|希望大家多多评论支持谢谢|吃鸡搞笑视频
66895,1433833401,3,1,3,3,游戏,game,67.383,15008270,这把轮到我秀了,鲨鱼哟syy|和平精英
67665,1479493675,3,1,3,3,游戏,game,209.766,149136,和平精英,挑战高难度吃鸡|和平精英挑战|2022游戏星光大赏
71360,226675010,3,1,3,3,游戏,game,15.35,122320,纵享丝滑,感谢官方快手绿色平台的支持|游戏凡星计划
71437,1859527066,3,1,3,3,游戏,game,50.716,87575,坦克之星2,坦克之星2
79351,705485636,1,1,1,1,舞蹈, dance,31.3,837641,秦文鹤教秦文龙跳舞秦文鹤秦文龙,月亮之上rap|秦文鹤VS秦文龙|秦文鹤
89919,2027500053,9,1,9,9,搞笑, funny,116.6,77630,鹏仔领路跑空山了,快手幸福乡村带头人|快手弹幕|记录农村现实生活
98697,247752611,11,1,11,11,生活, life,115.733,163135,为什么越南女子来中国生活过就不想回越南了呢?,记录在东莞出租房的生活|柒月史莱姆购物分享
99002,2888886084,3,1,3,3,游戏,game,177.65,1310563,这小黄鸭怎么那么像我男朋友,游戏情侣|撞车男朋友|2022光合创造者大会
100949,1566851856,3,1,3,3,游戏,game,100.033,1080999,超柚真厉害,和平精英|游戏凡星计划|加油季
63615,1524616647,11,1,11,11,生活, life,7.0,865,大学城广达12号开招了16-40岁包吃住5号发G资,厂区直招|普工|重庆各大厂区直招
65570,2816277164,11,1,11,11,生活, life,7.366,2434,每天都有午休,求职|找工作|高薪
98435,2981280836,11,1,11,11,生活, life,12.033,1298,月月收入过9000卷烟厂320一天包吃包住报销路费长白班提供夫妻房,打工人|生产车间|工厂实拍
99122,2624348410,13,1,13,13,三农, agriculture,47.166,18304,金线莲种植技术分享了,优质农产品|三农|快手助力三农成长
1478,1723320117,37,1,37,37,奇人异象, Strange People and Extraordinary Phenomena,19.566,463492,一只手就能直接拎着走,集结吧光合创作者|黑科技|我在快手涨知识
6652,234898582,19,1,19,19,情感, emotion,281.6,720725,公公发现儿媳秘密不料却被赶出家门替公公讨回公道,正能量|情感|家庭婚姻情感
8504,781904652,38,1,38,38,读书, reading,222.4,241309,听鸽子讲民间故事老二媳妇,我爱模仿对口型飘演技|同城热门|集结吧光合创作者
8623,1373866159,11,1,11,11,生活, life,50.266000000000005,57317,麻将技巧不能打19,麻将技巧|兜来玩麻将|麻将攻略
9251,2244763971,39,1,39,39,影视和短剧, films and short plays,285.0,100437,济公游记金麒麟,感谢快手官大大每次热门推送|影视解说|快手创作者服务中心
10828,2113484020,11,1,11,11,生活, life,13.961,49189,活活憋死,象棋绝杀|象棋
12728,74808306,39,1,39,39,影视和短剧, films and short plays,88.2,54900,超强大脑,电影六扇门之血虫谜案|集结吧光合创作者|2022光合创作者大会
12806,1809443983,14,1,14,14,教育, education,13.2,237534,老师都服,数学思维|小学数学|速算技巧
13195,376780201,9,1,9,9,搞笑, funny,24.533,82499,谁想要累赘,2022光合创作者大会
29433,2052252490,4,1,4,4,美妆, beauty,10.9,3177,高级大气猪肝红,我的美妆日记|美妆百万新星计划
34300,1965135888,17,1,17,17,动物, animals,12.633,94347,水牛VS狮子狮子竟然怂了,暑期出游季|记录生活
38385,981881118,37,1,37,37,奇人异象, Strange People and Extraordinary Phenomena,34.4,21910,天降灾难,自然灾害来的太突然|天灾人祸|天灾无情人间有爱
60975,2756842798,28,1,28,28,资讯, information,590.12,31910,水中惊现裸体女尸无头无手身份成谜凶手手段非常残忍,刑事案件|出警时刻|大案纪实
61331,2350412888,2,1,2,2,音乐, music,28.1,62844,不料却被那大哥几时咔嚓一顿摸,盛世容颜|皮痒就跳止痒舞|情感音乐分享
62465,286899517,39,1,39,39,影视和短剧, films and short plays,83.35,76916,走上人生巅峰的小伙无意中发现女友的秘密伤心欲绝来到酒吧买醉,快手创作者光合计划|我在快手追好剧|快手影视高热计划
