antecedent,consequent,support_count,support,confidence,lift
gender=M & tag=惊悚悬疑,behavior=effective_view,23,0.00022617759858393157,0.8214285714285714,1.1347788538048014
tag=明星故事 & tag=杨帆张蕾,behavior=effective_view,23,0.00022617759858393157,0.8214285714285714,1.1347788538048014
tag=杨帆张蕾 & theme=6,behavior=effective_view,23,0.00022617759858393157,0.8214285714285714,1.1347788538048014
tag=导游带你游中国 & tag=阿远旅行,behavior=effective_view,23,0.00022617759858393157,0.8214285714285714,1.1347788538048014
tag=阿远旅行 & theme=10,behavior=effective_view,23,0.00022617759858393157,0.8214285714285714,1.1347788538048014
gender=F & tag=动物,behavior=effective_view,23,0.00022617759858393157,0.8214285714285714,1.1347788538048014
age_group=26-35 & tag=监控下的一幕,behavior=effective_view,23,0.00022617759858393157,0.8214285714285714,1.1347788538048014
tag=交通安全 & theme=37,behavior=effective_view,23,0.00022617759858393157,0.8214285714285714,1.1347788538048014
tag=快影启航星计划 & tag=快影情感电台,behavior=effective_view,23,0.00022617759858393157,0.8214285714285714,1.1347788538048014
tag=快影启航星计划 & theme=28,behavior=effective_view,23,0.00022617759858393157,0.8214285714285714,1.1347788538048014
city_level=四线城市 & tag=军事,behavior=effective_view,23,0.00022617759858393157,0.8214285714285714,1.1347788538048014
city_level=新一线城市 & tag=农村生活,behavior=effective_view,23,0.00022617759858393157,0.8214285714285714,1.1347788538048014
age_group=19-25 & tag=王者荣耀热门,behavior=effective_view,23,0.00022617759858393157,0.8214285714285714,1.1347788538048014
city_level=四线城市 & tag=游戏夏日游园季,behavior=effective_view,23,0.00022617759858393157,0.8214285714285714,1.1347788538048014
age_group=46-60 & tag=搞笑一家人,behavior=effective_view,23,0.00022617759858393157,0.8214285714285714,1.1347788538048014
age_group=26-35 & tag=短剧有好货,behavior=effective_view,23,0.00022617759858393157,0.8214285714285714,1.1347788538048014
tag=快手光合作者助手 & tag=快手热点,behavior=effective_view,23,0.00022617759858393157,0.8214285714285714,1.1347788538048014
city_level=五线城市 & tag=快手娱乐星熠计划第七期,behavior=effective_view,23,0.00022617759858393157,0.8214285714285714,1.1347788538048014
gender=M & tag=于天奇,behavior=effective_view,23,0.00022617759858393157,0.8214285714285714,1.1347788538048014
age_group=19-25 & tag=美妆,behavior=effective_view,23,0.00022617759858393157,0.8214285714285714,1.1347788538048014
age_group=36-45 & tag=每日推文,behavior=effective_view,23,0.00022617759858393157,0.8214285714285714,1.1347788538048014
age_group=36-45 & tag=跑酷拉面,behavior=effective_view,23,0.00022617759858393157,0.8214285714285714,1.1347788538048014
tag=跑酷,behavior=effective_view,216,0.0021241026649621397,0.8212927756653993,1.134591256044212
tag=跑酷 & theme=7,behavior=effective_view,216,0.0021241026649621397,0.8212927756653993,1.134591256044212
city_level=四线城市 & tag=内容过于真实,behavior=effective_view,165,0.0016225784246238569,0.8208955223880597,1.1340424625953238
city_level=五线城市 & tag=我妈给我一个大碧斗,behavior=effective_view,55,0.000540859474874619,0.8208955223880597,1.1340424625953238
age_group=60+ & tag=在快手看世界,behavior=effective_view,55,0.000540859474874619,0.8208955223880597,1.1340424625953238
city_level=三线城市 & tag=爱情,behavior=effective_view,55,0.000540859474874619,0.8208955223880597,1.1340424625953238
gender=M & tag=小飞棍来咯,behavior=effective_view,55,0.000540859474874619,0.8208955223880597,1.1340424625953238
tag=小说推文 & theme=38,behavior=effective_view,55,0.000540859474874619,0.8208955223880597,1.1340424625953238
age_group=19-25 & tag=校园,behavior=effective_view,55,0.000540859474874619,0.8208955223880597,1.1340424625953238
tag=搞笑 & tag=搞笑配音,behavior=effective_view,389,0.0038253515586586686,0.820675105485232,1.133737963276637
tag=小说 & theme=38,behavior=effective_view,151,0.001484905103746681,0.8206521739130435,1.1337062839996928
city_level=五线城市 & tag=极限星计划,behavior=effective_view,64,0.0006293637525813748,0.8205128205128205,1.1335137714705708
tag=文字视频,behavior=effective_view,32,0.0003146818762906874,0.8205128205128205,1.1335137714705708
tag=飞机,behavior=effective_view,32,0.0003146818762906874,0.8205128205128205,1.1335137714705708
tag=幽默笑话搞笑段子,behavior=effective_view,32,0.0003146818762906874,0.8205128205128205,1.1335137714705708
city_level=四线城市 & tag=猕猴桃好剧必看,behavior=effective_view,32,0.0003146818762906874,0.8205128205128205,1.1335137714705708
age_group=60+ & tag=Vlog日常,behavior=effective_view,32,0.0003146818762906874,0.8205128205128205,1.1335137714705708
tag=小故事 & theme=15,behavior=effective_view,32,0.0003146818762906874,0.8205128205128205,1.1335137714705708
tag=快手光合计划 & theme=2,behavior=effective_view,32,0.0003146818762906874,0.8205128205128205,1.1335137714705708
age_group=60+ & tag=作品推广,behavior=effective_view,32,0.0003146818762906874,0.8205128205128205,1.1335137714705708
tag=集结吧光合创作者 & theme=35,behavior=effective_view,32,0.0003146818762906874,0.8205128205128205,1.1335137714705708
tag=探店 & tag=美食,behavior=effective_view,32,0.0003146818762906874,0.8205128205128205,1.1335137714705708
tag=探店 & tag=美食探店,behavior=effective_view,32,0.0003146818762906874,0.8205128205128205,1.1335137714705708
tag=极限星计划,behavior=effective_view,260,0.002556790244861835,0.8201892744479495,1.1330668023177828
tag=夸克,behavior=effective_view,41,0.0004031861539974432,0.82,1.1328053253634016
tag=发型,behavior=effective_view,41,0.0004031861539974432,0.82,1.1328053253634016
tag=美食分享,behavior=effective_view,41,0.0004031861539974432,0.82,1.1328053253634016
city_level=五线城市 & tag=迷你世界,behavior=effective_view,41,0.0004031861539974432,0.82,1.1328053253634016
city_level=四线城市 & tag=我的乡村生活,behavior=effective_view,41,0.0004031861539974432,0.82,1.1328053253634016
tag=2022光合创作者大会 & tag=萌宠,behavior=effective_view,41,0.0004031861539974432,0.82,1.1328053253634016
age_group=60+ & tag=夫妻日常,behavior=effective_view,41,0.0004031861539974432,0.82,1.1328053253634016
tag=美食分享 & theme=12,behavior=effective_view,41,0.0004031861539974432,0.82,1.1328053253634016
tag=日常 & theme=11,behavior=effective_view,41,0.0004031861539974432,0.82,1.1328053253634016
tag=美食测评 & theme=12,behavior=effective_view,50,0.000491690431704199,0.819672131147541,1.132352384409638
city_level=三线城市 & tag=健康,behavior=effective_view,50,0.000491690431704199,0.819672131147541,1.132352384409638
tag=极限星计划 & theme=7,behavior=effective_view,259,0.002546956436227751,0.819620253164557,1.1322807165372069
gender=M & tag=学生党,behavior=effective_view,177,0.0017405841282328645,0.8194444444444444,1.1320378420806352
age_group=36-45 & tag=极限星计划,behavior=effective_view,59,0.0005801947094109549,0.8194444444444444,1.1320378420806352
tag=野生动物 & theme=17,behavior=effective_view,68,0.0006686989871177107,0.8192771084337349,1.1318066724171512
city_level=二线城市 & tag=内容过于真实,behavior=effective_view,86,0.0008457075425312223,0.819047619047619,1.1314896397358019
gender=M & tag=健美比赛,behavior=effective_view,113,0.0011112203756514897,0.8188405797101449,1.1312036211211063
gender=M & tag=俄罗斯,behavior=effective_view,167,0.0016422460418920248,0.8186274509803921,1.1309091901942137
tag=学生党 & tag=超爆小故事,behavior=effective_view,99,0.000973547054774314,0.8181818181818182,1.1302935618925294
age_group=60+ & tag=健康,behavior=effective_view,63,0.0006195299439472907,0.8181818181818182,1.1302935618925294
gender=M & tag=2022快手光合创作者大会,behavior=effective_view,54,0.0005310256662405349,0.8181818181818182,1.1302935618925294
tag=功夫,behavior=effective_view,45,0.0004425213885337791,0.8181818181818182,1.1302935618925294
tag=新光和计划 & theme=39,behavior=effective_view,45,0.0004425213885337791,0.8181818181818182,1.1302935618925294
tag=快手热点 & tag=快手粉条,behavior=effective_view,45,0.0004425213885337791,0.8181818181818182,1.1302935618925294
tag=民间传统手艺,behavior=effective_view,36,0.0003540171108270233,0.8181818181818182,1.1302935618925294
gender=F & tag=搞笑动画,behavior=effective_view,36,0.0003540171108270233,0.8181818181818182,1.1302935618925294
age_group=60+ & tag=全球军事记,behavior=effective_view,36,0.0003540171108270233,0.8181818181818182,1.1302935618925294
age_group=60+ & tag=我妈给我一个大碧斗,behavior=effective_view,36,0.0003540171108270233,0.8181818181818182,1.1302935618925294
tag=致敬英雄缅怀先烈,behavior=effective_view,27,0.00026551283312026746,0.8181818181818182,1.1302935618925294
tag=泊车天才,behavior=effective_view,27,0.00026551283312026746,0.8181818181818182,1.1302935618925294
tag=蓝朋友,behavior=effective_view,27,0.00026551283312026746,0.8181818181818182,1.1302935618925294
tag=魔术揭秘,behavior=effective_view,27,0.00026551283312026746,0.8181818181818182,1.1302935618925294
tag=玫瑰之战好上头,behavior=effective_view,27,0.00026551283312026746,0.8181818181818182,1.1302935618925294
tag=范晓言,behavior=effective_view,27,0.00026551283312026746,0.8181818181818182,1.1302935618925294
tag=精神氮泵,behavior=effective_view,27,0.00026551283312026746,0.8181818181818182,1.1302935618925294
age_group=60+ & tag=历史故事,behavior=effective_view,27,0.00026551283312026746,0.8181818181818182,1.1302935618925294
city_level=四线城市 & tag=装修,behavior=effective_view,27,0.00026551283312026746,0.8181818181818182,1.1302935618925294
tag=人类迷惑行为 & tag=情侣,behavior=effective_view,27,0.00026551283312026746,0.8181818181818182,1.1302935618925294
tag=人类迷惑行为 & tag=日常,behavior=effective_view,27,0.00026551283312026746,0.8181818181818182,1.1302935618925294
city_level=四线城市 & tag=在快手看海外,behavior=effective_view,27,0.00026551283312026746,0.8181818181818182,1.1302935618925294
tag=魔术揭秘 & theme=15,behavior=effective_view,27,0.00026551283312026746,0.8181818181818182,1.1302935618925294
gender=F & tag=怀旧动画,behavior=effective_view,27,0.00026551283312026746,0.8181818181818182,1.1302935618925294
tag=玫瑰之战好上头 & theme=39,behavior=effective_view,27,0.00026551283312026746,0.8181818181818182,1.1302935618925294
tag=我在快手追好剧 & tag=放映厅免费看大片,behavior=effective_view,27,0.00026551283312026746,0.8181818181818182,1.1302935618925294
tag=精神氮泵 & theme=7,behavior=effective_view,27,0.00026551283312026746,0.8181818181818182,1.1302935618925294
age_group=36-45 & tag=搞笑,behavior=effective_view,612,0.006018290884059396,0.8170894526034713,1.128784491716438
tag=人类迷惑行为 & theme=9,behavior=effective_view,58,0.0005703609007768709,0.8169014084507042,1.1285247143778305
tag=小趴菜,behavior=effective_view,107,0.001052217523846986,0.816793893129771,1.128376185197207
tag=小飞棍来咯,behavior=effective_view,98,0.0009637132461402301,0.8166666666666667,1.1282004256668023
gender=F & tag=捕娱计划,behavior=effective_view,169,0.0016619136591601927,0.8164251207729468,1.127866737282991
gender=F & tag=Vlog日常,behavior=effective_view,80,0.0007867046907267185,0.8163265306122449,1.1277305379426596
tag=演员,behavior=effective_view,40,0.00039335234536335925,0.8163265306122449,1.1277305379426596
age_group=36-45 & tag=人间真实在快手,behavior=effective_view,40,0.00039335234536335925,0.8163265306122449,1.1277305379426596
age_group=46-60 & tag=家庭,behavior=effective_view,62,0.0006096961353132068,0.8157894736842105,1.126988609957171
tag=日常 & theme=9,behavior=effective_view,62,0.0006096961353132068,0.8157894736842105,1.126988609957171
tag=海外生活,behavior=effective_view,31,0.0003048480676566034,0.8157894736842105,1.126988609957171
tag=武器,behavior=effective_view,31,0.0003048480676566034,0.8157894736842105,1.126988609957171
tag=快手热点 & theme=7,behavior=effective_view,31,0.0003048480676566034,0.8157894736842105,1.126988609957171
gender=M & tag=户外美食,behavior=effective_view,31,0.0003048480676566034,0.8157894736842105,1.126988609957171
tag=原创精彩短剧 & tag=百亿剧好看计划,behavior=effective_view,31,0.0003048480676566034,0.8157894736842105,1.126988609957171
tag=历史 & tag=科普,behavior=effective_view,31,0.0003048480676566034,0.8157894736842105,1.126988609957171
tag=我要上热门感谢官方推送 & theme=39,behavior=effective_view,31,0.0003048480676566034,0.8157894736842105,1.126988609957171
age_group=46-60 & tag=保安,behavior=effective_view,31,0.0003048480676566034,0.8157894736842105,1.126988609957171
age_group=46-60 & tag=军事,behavior=effective_view,31,0.0003048480676566034,0.8157894736842105,1.126988609957171
age_group=60+ & tag=装修,behavior=effective_view,31,0.0003048480676566034,0.8157894736842105,1.126988609957171
city_level=二线城市 & tag=极限星计划,behavior=effective_view,31,0.0003048480676566034,0.8157894736842105,1.126988609957171
city_level=三线城市 & tag=百善孝为先,behavior=effective_view,31,0.0003048480676566034,0.8157894736842105,1.126988609957171
age_group=26-35 & tag=搞笑动画,behavior=effective_view,31,0.0003048480676566034,0.8157894736842105,1.126988609957171
age_group=36-45 & tag=历史,behavior=effective_view,31,0.0003048480676566034,0.8157894736842105,1.126988609957171
tag=恋爱 & theme=11,behavior=effective_view,31,0.0003048480676566034,0.8157894736842105,1.126988609957171
age_group=19-25 & tag=娱你星动计划第一期,behavior=effective_view,75,0.0007375356475562985,0.8152173913043478,1.1261982953639331
tag=校园,behavior=effective_view,207,0.002035598387255384,0.8149606299212598,1.1258435872394092
age_group=36-45 & theme=20,behavior=effective_view,436,0.004287540564460616,0.8149532710280374,1.1258334211498588
gender=M & tag=游戏凡星计划,behavior=effective_view,383,0.0037663487068541647,0.8148936170212766,1.1257510109345688
tag=超爆小故事,behavior=effective_view,132,0.0012980627396990854,0.8148148148148148,1.1256421480575807
tag=小飞棍来咯 & theme=7,behavior=effective_view,88,0.0008653751597993903,0.8148148148148148,1.1256421480575807
age_group=60+ & tag=人类幼崽有多可爱,behavior=effective_view,66,0.0006490313698495427,0.8148148148148148,1.1256421480575807
tag=故事 & theme=38,behavior=effective_view,44,0.00043268757989969517,0.8148148148148148,1.1256421480575807
city_level=四线城市 & tag=我妈给我一个大碧斗,behavior=effective_view,44,0.00043268757989969517,0.8148148148148148,1.1256421480575807
age_group=60+ & tag=财经,behavior=effective_view,44,0.00043268757989969517,0.8148148148148148,1.1256421480575807
tag=医院趣事,behavior=effective_view,22,0.00021634378994984759,0.8148148148148148,1.1256421480575807
tag=诡异,behavior=effective_view,22,0.00021634378994984759,0.8148148148148148,1.1256421480575807
tag=推荐我的生活,behavior=effective_view,22,0.00021634378994984759,0.8148148148148148,1.1256421480575807
tag=关爱农村老人,behavior=effective_view,22,0.00021634378994984759,0.8148148148148148,1.1256421480575807
tag=国学,behavior=effective_view,22,0.00021634378994984759,0.8148148148148148,1.1256421480575807
tag=彩礼,behavior=effective_view,22,0.00021634378994984759,0.8148148148148148,1.1256421480575807
tag=特战荣耀,behavior=effective_view,22,0.00021634378994984759,0.8148148148148148,1.1256421480575807
tag=好设计看这里,behavior=effective_view,22,0.00021634378994984759,0.8148148148148148,1.1256421480575807
tag=追梦人,behavior=effective_view,22,0.00021634378994984759,0.8148148148148148,1.1256421480575807
tag=奥特曼之日,behavior=effective_view,22,0.00021634378994984759,0.8148148148148148,1.1256421480575807
city_level=四线城市 & tag=导游带你游中国,behavior=effective_view,22,0.00021634378994984759,0.8148148148148148,1.1256421480575807
tag=搞笑 & tag=整活,behavior=effective_view,22,0.00021634378994984759,0.8148148148148148,1.1256421480575807
tag=动画 & tag=夏日暴击,behavior=effective_view,22,0.00021634378994984759,0.8148148148148148,1.1256421480575807
gender=F & tag=创业,behavior=effective_view,22,0.00021634378994984759,0.8148148148148148,1.1256421480575807
age_group=26-35 & tag=小舞,behavior=effective_view,22,0.00021634378994984759,0.8148148148148148,1.1256421480575807
tag=人类幼崽成长计划 & tag=外星人,behavior=effective_view,22,0.00021634378994984759,0.8148148148148148,1.1256421480575807
age_group=60+ & tag=一人分饰多角,behavior=effective_view,22,0.00021634378994984759,0.8148148148148148,1.1256421480575807
tag=记录生活 & theme=13,behavior=effective_view,22,0.00021634378994984759,0.8148148148148148,1.1256421480575807
tag=影视剪辑 & theme=6,behavior=effective_view,22,0.00021634378994984759,0.8148148148148148,1.1256421480575807
tag=搞笑视频 & theme=6,behavior=effective_view,22,0.00021634378994984759,0.8148148148148148,1.1256421480575807
tag=特战荣耀 & theme=39,behavior=effective_view,22,0.00021634378994984759,0.8148148148148148,1.1256421480575807
gender=M & tag=在快手看财经,behavior=effective_view,22,0.00021634378994984759,0.8148148148148148,1.1256421480575807
tag=导游带你游中国 & tag=故事,behavior=effective_view,22,0.00021634378994984759,0.8148148148148148,1.1256421480575807
tag=故事 & tag=阿远旅行,behavior=effective_view,22,0.00021634378994984759,0.8148148148148148,1.1256421480575807
tag=故事 & theme=10,behavior=effective_view,22,0.00021634378994984759,0.8148148148148148,1.1256421480575807
gender=M & tag=真人真事,behavior=effective_view,22,0.00021634378994984759,0.8148148148148148,1.1256421480575807
tag=快影启航星计划 & tag=真实事件,behavior=effective_view,22,0.00021634378994984759,0.8148148148148148,1.1256421480575807
tag=快影情感电台 & tag=真实事件,behavior=effective_view,22,0.00021634378994984759,0.8148148148148148,1.1256421480575807
gender=M & tag=姐弟,behavior=effective_view,22,0.00021634378994984759,0.8148148148148148,1.1256421480575807
city_level=四线城市 & tag=快手光合作者助手,behavior=effective_view,22,0.00021634378994984759,0.8148148148148148,1.1256421480575807
gender=F & tag=演员,behavior=effective_view,22,0.00021634378994984759,0.8148148148148148,1.1256421480575807
tag=我要上热搜 & tag=演员,behavior=effective_view,22,0.00021634378994984759,0.8148148148148148,1.1256421480575807
tag=我要上热搜 & tag=追梦人,behavior=effective_view,22,0.00021634378994984759,0.8148148148148148,1.1256421480575807
tag=我要上热搜 & theme=39,behavior=effective_view,22,0.00021634378994984759,0.8148148148148148,1.1256421480575807
tag=演员 & tag=追梦人,behavior=effective_view,22,0.00021634378994984759,0.8148148148148148,1.1256421480575807
tag=追梦人 & theme=39,behavior=effective_view,22,0.00021634378994984759,0.8148148148148148,1.1256421480575807
age_group=46-60 & tag=暖心正能量,behavior=effective_view,22,0.00021634378994984759,0.8148148148148148,1.1256421480575807
age_group=60+ & tag=老百姓,behavior=effective_view,22,0.00021634378994984759,0.8148148148148148,1.1256421480575807
tag=寻找1000位科普达人 & tag=我在快手涨知识,behavior=effective_view,22,0.00021634378994984759,0.8148148148148148,1.1256421480575807
city_level=五线城市 & tag=奇闻趣事,behavior=effective_view,22,0.00021634378994984759,0.8148148148148148,1.1256421480575807
city_level=三线城市 & tag=小故事,behavior=effective_view,22,0.00021634378994984759,0.8148148148148148,1.1256421480575807
tag=2022光合创作者大会 & tag=快手光合作者助手,behavior=effective_view,22,0.00021634378994984759,0.8148148148148148,1.1256421480575807
city_level=二线城市 & tag=家庭教育,behavior=effective_view,22,0.00021634378994984759,0.8148148148148148,1.1256421480575807
tag=快手影视高热计划 & tag=新光合计划,behavior=effective_view,22,0.00021634378994984759,0.8148148148148148,1.1256421480575807
city_level=四线城市 & tag=搞笑动画,behavior=effective_view,22,0.00021634378994984759,0.8148148148148148,1.1256421480575807
gender=M & tag=球星剪辑大赛,behavior=effective_view,22,0.00021634378994984759,0.8148148148148148,1.1256421480575807
gender=M & tag=范晓言,behavior=effective_view,22,0.00021634378994984759,0.8148148148148148,1.1256421480575807
tag=范晓言 & theme=6,behavior=effective_view,22,0.00021634378994984759,0.8148148148148148,1.1256421480575807
tag=法律,behavior=effective_view,70,0.0006883666043858786,0.813953488372093,1.124452251495152
gender=M & tag=野生动物,behavior=effective_view,70,0.0006883666043858786,0.813953488372093,1.124452251495152
tag=法律 & theme=30,behavior=effective_view,70,0.0006883666043858786,0.813953488372093,1.124452251495152
tag=萌娃日常,behavior=effective_view,35,0.0003441833021929393,0.813953488372093,1.124452251495152
tag=亲子时光,behavior=effective_view,35,0.0003441833021929393,0.813953488372093,1.124452251495152
city_level=三线城市 & tag=快手农技人,behavior=effective_view,35,0.0003441833021929393,0.813953488372093,1.124452251495152
tag=快手热点 & tag=搞笑,behavior=effective_view,35,0.0003441833021929393,0.813953488372093,1.124452251495152
tag=家庭日常 & tag=父女日常,behavior=effective_view,35,0.0003441833021929393,0.813953488372093,1.124452251495152
tag=农村搞笑视频 & tag=天生我有戏,behavior=effective_view,35,0.0003441833021929393,0.813953488372093,1.124452251495152
tag=婚礼 & theme=11,behavior=effective_view,35,0.0003441833021929393,0.813953488372093,1.124452251495152
gender=M & tag=记录我的海外生活,behavior=effective_view,35,0.0003441833021929393,0.813953488372093,1.124452251495152
tag=军事,behavior=effective_view,83,0.0008162061166289704,0.8137254901960784,1.1241372788756856
gender=F & tag=原创,behavior=effective_view,83,0.0008162061166289704,0.8137254901960784,1.1241372788756856
gender=F & tag=记录农村美好生活,behavior=effective_view,48,0.0004720228144360311,0.8135593220338984,1.1239077225598033
city_level=五线城市 & tag=夫妻,behavior=effective_view,48,0.0004720228144360311,0.8135593220338984,1.1239077225598033
gender=M & tag=战争,behavior=effective_view,48,0.0004720228144360311,0.8135593220338984,1.1239077225598033
tag=我在快手追好剧 & tag=经典影视,behavior=effective_view,48,0.0004720228144360311,0.8135593220338984,1.1239077225598033
tag=搞笑我是认真的,behavior=effective_view,61,0.0005998623266791228,0.8133333333333334,1.1235955259702033
city_level=四线城市 & tag=萌娃,behavior=effective_view,61,0.0005998623266791228,0.8133333333333334,1.1235955259702033
gender=M & tag=视觉震撼,behavior=effective_view,61,0.0005998623266791228,0.8133333333333334,1.1235955259702033
gender=F & tag=恋爱,behavior=effective_view,74,0.0007277018389222146,0.8131868131868132,1.1233931127967263
tag=故事,behavior=effective_view,87,0.0008555413511653063,0.8130841121495327,1.1232512344041023
tag=小飞棍来咯 & tag=极限星计划,behavior=effective_view,87,0.0008555413511653063,0.8130841121495327,1.1232512344041023
gender=M & tag=萌娃,behavior=effective_view,104,0.001022716097944734,0.8125,1.1224443010460534
tag=明星,behavior=effective_view,91,0.0008948765857016422,0.8125,1.1224443010460534
gender=M & tag=军事,behavior=effective_view,78,0.0007670370734585505,0.8125,1.1224443010460534
tag=夏日暴击 & tag=搞笑配音,behavior=effective_view,65,0.0006391975612154587,0.8125,1.1224443010460534
tag=战争,behavior=effective_view,52,0.000511358048972367,0.8125,1.1224443010460534
tag=赵丽颖,behavior=effective_view,52,0.000511358048972367,0.8125,1.1224443010460534
city_level=新一线城市 & tag=快手创作者服务中心,behavior=effective_view,52,0.000511358048972367,0.8125,1.1224443010460534
tag=夫妻日常 & theme=9,behavior=effective_view,39,0.00038351853672927524,0.8125,1.1224443010460534
gender=M & tag=军训,behavior=effective_view,39,0.00038351853672927524,0.8125,1.1224443010460534
city_level=二线城市 & tag=同城,behavior=effective_view,39,0.00038351853672927524,0.8125,1.1224443010460534
tag=养老金,behavior=effective_view,26,0.0002556790244861835,0.8125,1.1224443010460534
tag=你喜欢的样子我都有,behavior=effective_view,26,0.0002556790244861835,0.8125,1.1224443010460534
tag=发音不清,behavior=effective_view,26,0.0002556790244861835,0.8125,1.1224443010460534
tag=打假,behavior=effective_view,26,0.0002556790244861835,0.8125,1.1224443010460534
tag=经济,behavior=effective_view,26,0.0002556790244861835,0.8125,1.1224443010460534
tag=大山里的美味,behavior=effective_view,26,0.0002556790244861835,0.8125,1.1224443010460534
tag=怀旧经典老歌,behavior=effective_view,26,0.0002556790244861835,0.8125,1.1224443010460534
tag=遵纪守法,behavior=effective_view,26,0.0002556790244861835,0.8125,1.1224443010460534
tag=开心,behavior=effective_view,26,0.0002556790244861835,0.8125,1.1224443010460534
tag=高考成绩,behavior=effective_view,26,0.0002556790244861835,0.8125,1.1224443010460534
tag=谷雨计划,behavior=effective_view,26,0.0002556790244861835,0.8125,1.1224443010460534
age_group=60+ & tag=爆笑夏令营,behavior=effective_view,26,0.0002556790244861835,0.8125,1.1224443010460534
tag=发音不清 & theme=25,behavior=effective_view,26,0.0002556790244861835,0.8125,1.1224443010460534
tag=热门 & theme=2,behavior=effective_view,26,0.0002556790244861835,0.8125,1.1224443010460534
city_level=三线城市 & tag=关爱老人,behavior=effective_view,26,0.0002556790244861835,0.8125,1.1224443010460534
tag=夜市里的烟火气 & tag=路边摊,behavior=effective_view,26,0.0002556790244861835,0.8125,1.1224443010460534
tag=怀旧经典老歌 & theme=2,behavior=effective_view,26,0.0002556790244861835,0.8125,1.1224443010460534
tag=电影 & theme=39,behavior=effective_view,26,0.0002556790244861835,0.8125,1.1224443010460534
gender=F & tag=人类迷惑行为,behavior=effective_view,26,0.0002556790244861835,0.8125,1.1224443010460534
city_level=二线城市 & tag=集合吧光合计划创作者,behavior=effective_view,26,0.0002556790244861835,0.8125,1.1224443010460534
gender=F & tag=国学智慧,behavior=effective_view,26,0.0002556790244861835,0.8125,1.1224443010460534
age_group=60+ & tag=电子厂,behavior=effective_view,26,0.0002556790244861835,0.8125,1.1224443010460534
tag=真人真事爱心传递 & theme=39,behavior=effective_view,26,0.0002556790244861835,0.8125,1.1224443010460534
tag=谷雨计划 & theme=18,behavior=effective_view,26,0.0002556790244861835,0.8125,1.1224443010460534
age_group=19-25 & tag=手艺人,behavior=effective_view,26,0.0002556790244861835,0.8125,1.1224443010460534
tag=发现 & tag=精选,behavior=effective_view,26,0.0002556790244861835,0.8125,1.1224443010460534
tag=视觉震撼,behavior=effective_view,69,0.0006785327957517947,0.8117647058823529,1.1214285143482743
city_level=三线城市 & tag=快手小游戏,behavior=effective_view,69,0.0006785327957517947,0.8117647058823529,1.1214285143482743
tag=夫妻情感问题 & tag=家庭婚姻情感,behavior=effective_view,56,0.0005506932835087029,0.8115942028985508,1.1211929696067602
age_group=60+ & tag=健美比赛,behavior=effective_view,56,0.0005506932835087029,0.8115942028985508,1.1211929696067602
tag=夫妻 & theme=19,behavior=effective_view,86,0.0008457075425312223,0.8113207547169812,1.1208152091722567
tag=继母后妈,behavior=effective_view,43,0.00042285377126561116,0.8113207547169812,1.1208152091722567
tag=寻找快手最宠粉博主,behavior=effective_view,43,0.00042285377126561116,0.8113207547169812,1.1208152091722567
tag=娱乐评论大赏,behavior=effective_view,43,0.00042285377126561116,0.8113207547169812,1.1208152091722567
tag=您⃤看⃤一⃤看⃤沃⃤动⃤态⃤,behavior=effective_view,43,0.00042285377126561116,0.8113207547169812,1.1208152091722567
age_group=19-25 & tag=迷你世界,behavior=effective_view,43,0.00042285377126561116,0.8113207547169812,1.1208152091722567
city_level=四线城市 & tag=超爆小故事,behavior=effective_view,43,0.00042285377126561116,0.8113207547169812,1.1208152091722567
tag=感动瞬间 & tag=新光和计划,behavior=effective_view,43,0.00042285377126561116,0.8113207547169812,1.1208152091722567
tag=感动瞬间 & tag=继母后妈,behavior=effective_view,43,0.00042285377126561116,0.8113207547169812,1.1208152091722567
tag=新光和计划 & tag=继母后妈,behavior=effective_view,43,0.00042285377126561116,0.8113207547169812,1.1208152091722567
tag=继母后妈 & theme=39,behavior=effective_view,43,0.00042285377126561116,0.8113207547169812,1.1208152091722567
tag=夏日暴击 & tag=寻找快手最宠粉博主,behavior=effective_view,43,0.00042285377126561116,0.8113207547169812,1.1208152091722567
age_group=60+ & tag=百亿剧好看计划,behavior=effective_view,43,0.00042285377126561116,0.8113207547169812,1.1208152091722567
age_group=60+ & tag=人类幼崽成长计划,behavior=effective_view,43,0.00042285377126561116,0.8113207547169812,1.1208152091722567
gender=F & tag=小飞棍来咯,behavior=effective_view,43,0.00042285377126561116,0.8113207547169812,1.1208152091722567
gender=M & tag=实在人实在货实在价,behavior=effective_view,43,0.00042285377126561116,0.8113207547169812,1.1208152091722567
tag=您⃤看⃤一⃤看⃤沃⃤动⃤态⃤ & theme=7,behavior=effective_view,43,0.00042285377126561116,0.8113207547169812,1.1208152091722567
tag=夫妻情感问题,behavior=effective_view,90,0.0008850427770675582,0.8108108108108109,1.1201107370106147
city_level=三线城市 & tag=学生党,behavior=effective_view,90,0.0008850427770675582,0.8108108108108109,1.1201107370106147
tag=亲情,behavior=effective_view,30,0.00029501425902251943,0.8108108108108109,1.1201107370106147
tag=开箱,behavior=effective_view,30,0.00029501425902251943,0.8108108108108109,1.1201107370106147
tag=动漫推荐,behavior=effective_view,30,0.00029501425902251943,0.8108108108108109,1.1201107370106147
age_group=36-45 & tag=亲子,behavior=effective_view,30,0.00029501425902251943,0.8108108108108109,1.1201107370106147
